,Movie_Name,Director1,Director2,Director3,Duration,year,Ratings,Metascore,Sno
0,Spider-Man: Across the Spider-Verse,Joaquim Dos Santos,Kemp Powers,Justin K. Thompson,140 min,2023,9.1,86,1
1,The Dark Knight,Christopher Nolan,N/A,N/A,152 min,2008,9.0,84,2
2,The Lord of the Rings: The Return of the King,Peter Jackson,N/A,N/A,201 min,2003,9.0,94,3
3,Inception,Christopher Nolan,N/A,N/A,148 min,2010,8.8,74,4
4,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,N/A,N/A,178 min,2001,8.8,92,5
5,The Lord of the Rings: The Two Towers,Peter Jackson,N/A,N/A,179 min,2002,8.8,87,6
6,The Matrix,Lana Wachowski,Lilly Wachowski,N/A,136 min,1999,8.7,73,7
7,Star Wars: Episode V - The Empire Strikes Back,Irvin Kershner,N/A,N/A,124 min,1980,8.7,82,8
8,Soorarai Pottru,Sudha Kongara,N/A,N/A,153 min,2020,8.7,N/A,9
9,Star Wars: Episode IV - A New Hope,George Lucas,N/A,N/A,121 min,1977,8.6,90,10
10,Terminator 2: Judgment Day,James Cameron,N/A,N/A,137 min,1991,8.6,75,11
11,Seven Samurai,Akira Kurosawa,N/A,N/A,207 min,1954,8.6,98,12
12,Harakiri,Masaki Kobayashi,N/A,N/A,133 min,1962,8.6,85,13
13,Sita Ramam,Hanu Raghavapudi,N/A,N/A,163 min,2022,8.6,N/A,14
14,Léon: The Professional,Luc Besson,N/A,N/A,110 min,1994,8.5,64,15
15,Gladiator,Ridley Scott,N/A,N/A,155 min,2000,8.5,67,16
16,Spider-Man: Into the Spider-Verse,Bob Persichetti,Peter Ramsey,Rodney Rothman,117 min,2018,8.4,87,17
17,Avengers: Endgame,Anthony Russo,Joe Russo,N/A,181 min,2019,8.4,78,18
18,Indiana Jones and the Raiders of the Lost Ark,Steven Spielberg,N/A,N/A,115 min,1981,8.4,85,19
19,Avengers: Infinity War,Anthony Russo,Joe Russo,N/A,149 min,2018,8.4,68,20
20,Oldboy,Park Chan-wook,N/A,N/A,101 min,2003,8.4,77,21
21,The Dark Knight Rises,Christopher Nolan,N/A,N/A,164 min,2012,8.4,78,22
22,Aliens,James Cameron,N/A,N/A,137 min,1986,8.4,84,23
23,Kaithi,Lokesh Kanagaraj,N/A,N/A,145 min,2019,8.4,N/A,24
24,Asuran,Vetrimaaran,N/A,N/A,141 min,2019,8.4,N/A,25
25,Top Gun: Maverick,Joseph Kosinski,N/A,N/A,130 min,2022,8.3,78,26
26,Heat,Michael Mann,N/A,N/A,170 min,1995,8.3,76,27
27,Star Wars: Episode VI - Return of the Jedi,Richard Marquand,N/A,N/A,131 min,1983,8.3,58,28
28,Princess Mononoke,Hayao Miyazaki,N/A,N/A,134 min,1997,8.3,76,29
29,North by Northwest,Alfred Hitchcock,N/A,N/A,136 min,1959,8.3,98,30
30,Kantara,Rishab Shetty,N/A,N/A,148 min,2022,8.3,N/A,31
31,Dangal,Nitesh Tiwari,N/A,N/A,161 min,2016,8.3,N/A,32
32,K.G.F: Chapter 2,Prashanth Neel,N/A,N/A,168 min,2022,8.3,N/A,33
33,Vikram,Lokesh Kanagaraj,N/A,N/A,175 min,2022,8.3,N/A,34
34,Raatchasan,Ram Kumar,N/A,N/A,170 min,2018,8.3,N/A,35
35,Shershaah,Vishnuvardhan,N/A,N/A,135 min,2021,8.3,N/A,36
36,Guardians of the Galaxy Vol,James Gunn,N/A,N/A,150 min,2023,8.2,64,37
37,Spider-Man: No Way Home,Jon Watts,N/A,N/A,148 min,2021,8.2,71,38
38,Jurassic Park,Steven Spielberg,N/A,N/A,127 min,1993,8.2,68,39
39,Indiana Jones and the Last Crusade,Steven Spielberg,N/A,N/A,127 min,1989,8.2,65,40
40,1917,Sam Mendes,N/A,N/A,119 min,2019,8.2,78,41
41,Kill Bill: Vol,Quentin Tarantino,N/A,N/A,111 min,2003,8.2,69,42
42,Batman Begins,Christopher Nolan,N/A,N/A,140 min,2005,8.2,70,43
43,Die Hard,John McTiernan,N/A,N/A,132 min,1988,8.2,72,44
44,V for Vendetta,James McTeigue,N/A,N/A,132 min,2005,8.2,62,45
45,Demon Slayer the Movie: Mugen Train,Haruo Sotozaki,N/A,N/A,117 min,2020,8.2,72,46
46,Ran,Akira Kurosawa,N/A,N/A,162 min,1985,8.2,97,47
47,Gangs of Wasseypur,Anurag Kashyap,N/A,N/A,321 min,2012,8.2,89,48
48,Vikram Vedha,Gayatri,Pushkar,Gowtham Selvaraj,147 min,2017,8.2,N/A,49
49,Baahubali 2: The Conclusion,S.S. Rajamouli,N/A,N/A,167 min,2017,8.2,N/A,50
50,Yojimbo,Akira Kurosawa,N/A,N/A,110 min,1961,8.2,93,51
51,Uri: The Surgical Strike,Aditya Dhar,N/A,N/A,138 min,2019,8.2,N/A,52
52,K.G.F: Chapter 1,Prashanth Neel,N/A,N/A,156 min,2018,8.2,N/A,53
53,Sherlock Jr,Buster Keaton,N/A,N/A,45 min,1924,8.2,N/A,54
54,Rangasthalam 1985,Sukumar,N/A,N/A,170 min,2018,8.2,N/A,55
55,The Mountain II,Alper Caglar,N/A,N/A,135 min,2016,8.2,N/A,56
56,Paan Singh Tomar,Tigmanshu Dhulia,N/A,N/A,135 min,2012,8.2,N/A,57
57,Mad Max: Fury Road,George Miller,N/A,N/A,120 min,2015,8.1,90,58
58,Ford v Ferrari,James Mangold,N/A,N/A,152 min,2019,8.1,81,59
59,Pirates of the Caribbean: The Curse of the Black Pearl,Gore Verbinski,N/A,N/A,143 min,2003,8.1,63,60
60,Blade Runner,Ridley Scott,N/A,N/A,117 min,1982,8.1,84,61
61,The Terminator,James Cameron,N/A,N/A,107 min,1984,8.1,84,62
62,Logan,James Mangold,N/A,N/A,137 min,2017,8.1,77,63
63,"Lock, Stock and Two Smoking Barrels",Guy Ritchie,N/A,N/A,107 min,1998,8.1,66,64
64,How to Train Your Dragon,Dean DeBlois,Chris Sanders,N/A,98 min,2010,8.1,75,65
65,Warrior,Gavin O'Connor,N/A,N/A,140 min,2011,8.1,71,66
66,Rush,Ron Howard,N/A,N/A,123 min,2013,8.1,74,67
67,The Iron Giant,Brad Bird,N/A,N/A,86 min,1999,8.1,85,68
68,Neon Genesis Evangelion: The End of Evangelion,Hideaki Anno,Kazuya Tsurumaki,N/A,87 min,1997,8.1,N/A,69
69,Sholay,Ramesh Sippy,N/A,N/A,162 min,1975,8.1,N/A,70
70,Bajrangi Bhaijaan,Kabir Khan,Mehmet Tutkun,N/A,163 min,2015,8.1,N/A,71
71,The General,Clyde Bruckman,Buster Keaton,N/A,67 min,1926,8.1,N/A,72
72,The Hidden Fortress,Akira Kurosawa,N/A,N/A,126 min,1958,8.1,89,73
73,White Heat,Raoul Walsh,N/A,N/A,114 min,1949,8.1,N/A,74
74,A Wednesday,Neeraj Pandey,N/A,N/A,104 min,2008,8.1,N/A,75
75,Major,Sashi Kiran Tikka,N/A,N/A,150 min,2022,8.1,N/A,76
76,Sarfarosh,John Mathew Matthan,N/A,N/A,174 min,1999,8.1,N/A,77
77,Hera Pheri,Priyadarshan,N/A,N/A,156 min,2000,8.1,N/A,78
78,Kaththi,A.R. Murugadoss,N/A,N/A,166 min,2014,8.1,N/A,79
79,Thuppakki,A.R. Murugadoss,N/A,N/A,165 min,2012,8.1,N/A,80
80,John Wick: Chapter 4,Chad Stahelski,N/A,N/A,169 min,2023,8.0,78,81
81,Guardians of the Galaxy,James Gunn,N/A,N/A,121 min,2014,8.0,76,82
82,Dune,Denis Villeneuve,N/A,N/A,155 min,2021,8.0,74,83
83,Blade Runner 2049,Denis Villeneuve,N/A,N/A,164 min,2017,8.0,81,84
84,Deadpool,Tim Miller,N/A,N/A,108 min,2016,8.0,65,85
85,The Avengers,Joss Whedon,N/A,N/A,143 min,2012,8.0,69,86
86,The Incredibles,Brad Bird,N/A,N/A,115 min,2004,8.0,90,87
87,Casino Royale,Martin Campbell,N/A,N/A,144 min,2006,8.0,80,88
88,The Revenant,Alejandro G. Iñárritu,N/A,N/A,156 min,2015,8.0,76,89
89,Akira,Katsuhiro Ôtomo,N/A,N/A,124 min,1988,8.0,67,90
90,Kill Bill: Vol,Quentin Tarantino,N/A,N/A,137 min,2004,8.0,83,91
91,Ip Man,Wilson Yip,N/A,N/A,106 min,2008,8.0,59,92
92,The Bourne Ultimatum,Paul Greengrass,N/A,N/A,115 min,2007,8.0,85,93
93,Baahubali: The Beginning,S.S. Rajamouli,N/A,N/A,159 min,2015,8.0,N/A,94
94,Infernal Affairs,Andrew Lau,Alan Mak,N/A,101 min,2002,8.0,75,95
95,Wolfwalkers,Tomm Moore,Ross Stewart,N/A,103 min,2020,8.0,87,96
96,Elite Squad,José Padilha,N/A,N/A,115 min,2007,8.0,33,97
97,Haider,Vishal Bhardwaj,N/A,N/A,160 min,2014,8.0,N/A,98
98,Sanjuro,Akira Kurosawa,N/A,N/A,96 min,1962,8.0,N/A,99
99,Elite Squad 2: The Enemy Within,José Padilha,N/A,N/A,115 min,2010,8.0,71,100
100,Tae Guk Gi: The Brotherhood of War,Je-kyu Kang,N/A,N/A,140 min,2004,8.0,64,101
101,Andaz Apna Apna,Rajkumar Santoshi,N/A,N/A,160 min,1994,8.0,N/A,102
102,Karthikeya 2,Chandoo Mondeti,N/A,N/A,150 min,2022,8.0,N/A,103
103,Arjun Reddy,Sandeep Reddy Vanga,N/A,N/A,182 min,2017,8.0,N/A,104
104,1: Nenokkadine,Sukumar,N/A,N/A,170 min,2014,8.0,N/A,105
105,The Breath,Levent Semerci,N/A,N/A,128 min,2009,8.0,N/A,106
106,Thor: Ragnarok,Taika Waititi,N/A,N/A,130 min,2017,7.9,74,107
107,Avatar,James Cameron,N/A,N/A,162 min,2009,7.9,83,108
108,Iron Man,Jon Favreau,N/A,N/A,126 min,2008,7.9,79,109
109,Zack Snyder's Justice League,Zack Snyder,N/A,N/A,242 min,2021,7.9,54,110
110,Star Trek,J.J. Abrams,N/A,N/A,127 min,2009,7.9,82,111
111,Edge of Tomorrow,Doug Liman,N/A,N/A,113 min,2014,7.9,71,112
112,Children of Men,Alfonso Cuarón,N/A,N/A,109 min,2006,7.9,84,113
113,X-Men: Days of Future Past,Bryan Singer,N/A,N/A,132 min,2014,7.9,75,114
114,District 9,Neill Blomkamp,N/A,N/A,112 min,2009,7.9,81,115
115,The Bourne Identity,Doug Liman,N/A,N/A,119 min,2002,7.9,68,116
116,The Blues Brothers,John Landis,N/A,N/A,133 min,1980,7.9,60,117
117,"Crouching Tiger, Hidden Dragon",Ang Lee,N/A,N/A,120 min,2000,7.9,94,118
118,Ghost in the Shell,Mamoru Oshii,N/A,N/A,83 min,1995,7.9,76,119
119,A Fistful of Dollars,Sergio Leone,N/A,N/A,99 min,1964,7.9,65,120
120,The Raid 2,Gareth Evans,N/A,N/A,150 min,2014,7.9,71,121
121,The Wild Bunch,Sam Peckinpah,N/A,N/A,135 min,1969,7.9,98,122
122,Hero,Yimou Zhang,N/A,N/A,120 min,2002,7.9,85,123
123,Letters from Iwo Jima,Clint Eastwood,N/A,N/A,141 min,2006,7.9,89,124
124,A Taxi Driver,Hun Jang,N/A,N/A,137 min,2017,7.9,69,125
125,The Adventures of Robin Hood,Michael Curtiz,William Keighley,N/A,102 min,1938,7.9,97,126
126,Baby,Neeraj Pandey,N/A,N/A,159 min,2015,7.9,N/A,127
127,Airlift,Raja Menon,N/A,N/A,130 min,2016,7.9,N/A,128
128,Vishwaroopam,Kamal Haasan,N/A,N/A,148 min,2013,7.9,N/A,129
129,Everything Everywhere All at Once,Daniel Kwan,Daniel Scheinert,N/A,139 min,2022,7.8,81,130
130,The Batman,Matt Reeves,N/A,N/A,176 min,2022,7.8,72,131
131,RRR,S.S. Rajamouli,N/A,N/A,187 min,2022,7.8,83,132
132,The Gentlemen,Guy Ritchie,N/A,N/A,113 min,2019,7.8,51,133
133,All Quiet on the Western Front,Edward Berger,N/A,N/A,148 min,2022,7.8,76,134
134,Drive,Nicolas Winding Refn,N/A,N/A,100 min,2011,7.8,78,135
135,Rogue One: A Star Wars Story,Gareth Edwards,N/A,N/A,133 min,2016,7.8,65,136
136,Star Wars: Episode VII - The Force Awakens,J.J. Abrams,N/A,N/A,138 min,2015,7.8,80,137
137,Apocalypto,Mel Gibson,N/A,N/A,139 min,2006,7.8,68,138
138,Dunkirk,Christopher Nolan,N/A,N/A,106 min,2017,7.8,94,139
139,Ghostbusters,Ivan Reitman,N/A,N/A,105 min,1984,7.8,71,140
140,Predator,John McTiernan,N/A,N/A,107 min,1987,7.8,47,141
141,Hot Fuzz,Edgar Wright,N/A,N/A,121 min,2007,7.8,81,142
142,Captain America: Civil War,Anthony Russo,Joe Russo,N/A,147 min,2016,7.8,75,143
143,Taken,Pierre Morel,N/A,N/A,90 min,2008,7.8,51,144
144,Skyfall,Sam Mendes,N/A,N/A,143 min,2012,7.8,81,145
145,Captain America: The Winter Soldier,Anthony Russo,Joe Russo,N/A,136 min,2014,7.8,70,146
146,The Fugitive,Andrew Davis,N/A,N/A,130 min,1993,7.8,87,147
147,Big Hero 6,Don Hall,Chris Williams,N/A,102 min,2014,7.8,74,148
148,Captain Phillips,Paul Greengrass,N/A,N/A,134 min,2013,7.8,82,149
149,I Saw the Devil,Jee-woon Kim,N/A,N/A,144 min,2010,7.8,67,150
150,The Last Samurai,Edward Zwick,N/A,N/A,154 min,2003,7.8,55,151
151,Serenity,Joss Whedon,N/A,N/A,119 min,2005,7.8,74,152
152,Thirteen Lives,Ron Howard,N/A,N/A,147 min,2022,7.8,66,153
153,The Fighter,David O. Russell,N/A,N/A,116 min,2010,7.8,79,154
154,How to Train Your Dragon 2,Dean DeBlois,N/A,N/A,102 min,2014,7.8,77,155
155,The Chaser,Na Hong-jin,N/A,N/A,125 min,2008,7.8,64,156
156,"Aguirre, the Wrath of God",Werner Herzog,N/A,N/A,95 min,1972,7.8,N/A,157
157,Ninja Scroll,Yoshiaki Kawajiri,N/A,N/A,94 min,1993,7.8,N/A,158
158,Batman: Mask of the Phantasm,Eric Radomski,Kevin Altieri,Boyd Kirkland,76 min,1993,7.8,65,159
159,The Killer,John Woo,N/A,N/A,111 min,1989,7.8,82,160
160,Cowboy Bebop: The Movie,Shin'ichirô Watanabe,Tensai Okamura,Hiroyuki Okiura,115 min,2001,7.8,61,161
161,Knockin' on Heaven's Door,Thomas Jahn,N/A,N/A,87 min,1997,7.8,N/A,162
162,Minnal Murali,Basil Joseph,N/A,N/A,158 min,2021,7.8,N/A,163
163,Avatar: The Way of Water,James Cameron,N/A,N/A,192 min,2022,7.7,67,164
164,Kingsman: The Secret Service,Matthew Vaughn,N/A,N/A,129 min,2014,7.7,60,165
165,Star Trek Into Darkness,J.J. Abrams,N/A,N/A,132 min,2013,7.7,72,166
166,Mission: Impossible - Fallout,Christopher McQuarrie,N/A,N/A,147 min,2018,7.7,86,167
167,Black Hawk Down,Ridley Scott,N/A,N/A,144 min,2001,7.7,74,168
168,The Count of Monte Cristo,Kevin Reynolds,N/A,N/A,131 min,2002,7.7,61,169
169,3:10 to Yuma,James Mangold,N/A,N/A,122 min,2007,7.7,76,170
170,The Last of the Mohicans,Michael Mann,N/A,N/A,112 min,1992,7.7,76,171
171,The Lego Movie,Phil Lord,Christopher Miller,N/A,100 min,2014,7.7,83,172
172,X-Men: First Class,Matthew Vaughn,N/A,N/A,131 min,2011,7.7,65,173
173,Training Day,Antoine Fuqua,N/A,N/A,122 min,2001,7.7,69,174
174,The Dirty Dozen,Robert Aldrich,N/A,N/A,150 min,1967,7.7,73,175
175,Man on Fire,Tony Scott,N/A,N/A,146 min,2004,7.7,47,176
176,First Blood,Ted Kotcheff,N/A,N/A,93 min,1982,7.7,61,177
177,The Magnificent Seven,John Sturges,N/A,N/A,128 min,1960,7.7,74,178
178,Kung Fu Hustle,Stephen Chow,N/A,N/A,99 min,2004,7.7,78,179
179,The Boondock Saints,Troy Duffy,N/A,N/A,108 min,1999,7.7,44,180
180,Goldfinger,Guy Hamilton,N/A,N/A,110 min,1964,7.7,87,181
181,The Longest Day,Ken Annakin,Andrew Marton,Gerd Oswald,178 min,1962,7.7,75,182
182,Dirty Harry,Don Siegel,Clint Eastwood,N/A,102 min,1971,7.7,87,183
183,Star Trek II: The Wrath of Khan,Nicholas Meyer,N/A,N/A,113 min,1982,7.7,68,184
184,The Bourne Supremacy,Paul Greengrass,N/A,N/A,108 min,2004,7.7,73,185
185,Bonnie and Clyde,Arthur Penn,N/A,N/A,111 min,1967,7.7,86,186
186,The French Connection,William Friedkin,N/A,N/A,104 min,1971,7.7,94,187
187,Badlands,Terrence Malick,N/A,N/A,94 min,1973,7.7,93,188
188,Run Lola Run,Tom Tykwer,N/A,N/A,80 min,1998,7.7,77,189
189,Kubo and the Two Strings,Travis Knight,N/A,N/A,101 min,2016,7.7,84,190
190,Ponniyin Selvan: Part I,Mani Ratnam,N/A,N/A,167 min,2022,7.7,N/A,191
191,Key Largo,John Huston,N/A,N/A,100 min,1948,7.7,N/A,192
192,The Man from Nowhere,Jeong-beom Lee,N/A,N/A,119 min,2010,7.7,N/A,193
193,Hard Boiled,John Woo,N/A,N/A,128 min,1992,7.7,N/A,194
194,Scarface,Howard Hawks,Richard Rosson,N/A,93 min,1932,7.7,90,195
195,Dragon Ball Super: Broly,Tatsuya Nagamine,N/A,N/A,100 min,2018,7.7,59,196
196,Joint Security Area,Park Chan-wook,N/A,N/A,110 min,2000,7.7,58,197
197,Eega,S.S. Rajamouli,N/A,N/A,145 min,2012,7.7,N/A,198
198,Udta Punjab,Abhishek Chaubey,N/A,N/A,148 min,2016,7.7,N/A,199
199,Raazi,Meghna Gulzar,N/A,N/A,138 min,2018,7.7,N/A,200
200,Guardians of the Galaxy Vol,James Gunn,N/A,N/A,136 min,2017,7.6,67,201
201,The Fifth Element,Luc Besson,N/A,N/A,126 min,1997,7.6,52,202
202,Sicario,Denis Villeneuve,N/A,N/A,121 min,2015,7.6,82,203
203,300,Zack Snyder,N/A,N/A,117 min,2006,7.6,52,204
204,Baby Driver,Edgar Wright,N/A,N/A,113 min,2017,7.6,86,205
205,Star Wars: Episode III - Revenge of the Sith,George Lucas,N/A,N/A,140 min,2005,7.6,68,206
206,Deadpool 2,David Leitch,N/A,N/A,119 min,2018,7.6,66,207
207,Watchmen,Zack Snyder,N/A,N/A,162 min,2009,7.6,56,208
208,Harry Potter and the Half-Blood Prince,David Yates,N/A,N/A,153 min,2009,7.6,78,209
209,Kung Fu Panda,Mark Osborne,John Stevenson,N/A,92 min,2008,7.6,74,210
210,RoboCop,Paul Verhoeven,N/A,N/A,102 min,1987,7.6,70,211
211,Train to Busan,Sang-ho Yeon,N/A,N/A,118 min,2016,7.6,73,212
212,The Warriors,Walter Hill,N/A,N/A,93 min,1979,7.6,65,213
213,Creed,Ryan Coogler,N/A,N/A,133 min,2015,7.6,82,214
214,Incredibles 2,Brad Bird,N/A,N/A,118 min,2018,7.6,80,215
215,The Road Warrior,George Miller,N/A,N/A,96 min,1981,7.6,77,216
216,Kick-Ass,Matthew Vaughn,N/A,N/A,117 min,2010,7.6,66,217
217,Falling Down,Joel Schumacher,N/A,N/A,113 min,1993,7.6,56,218
218,Zombieland,Ruben Fleischer,N/A,N/A,88 min,2009,7.6,73,219
219,Minority Report,Steven Spielberg,N/A,N/A,145 min,2002,7.6,80,220
220,Sherlock Holmes,Guy Ritchie,N/A,N/A,128 min,2009,7.6,57,221
221,Rise of the Planet of the Apes,Rupert Wyatt,N/A,N/A,105 min,2011,7.6,68,222
222,The Raid: Redemption,Gareth Evans,N/A,N/A,101 min,2011,7.6,73,223
223,Dawn of the Planet of the Apes,Matt Reeves,N/A,N/A,130 min,2014,7.6,79,224
224,Where Eagles Dare,Brian G. Hutton,N/A,N/A,158 min,1968,7.6,63,225
225,End of Watch,David Ayer,N/A,N/A,109 min,2012,7.6,68,226
226,Lethal Weapon,Richard Donner,N/A,N/A,109 min,1987,7.6,68,227
227,Battle Royale,Kinji Fukasaku,N/A,N/A,114 min,2000,7.6,81,228
228,Enter the Dragon,Robert Clouse,N/A,N/A,102 min,1973,7.6,83,229
229,Die Hard with a Vengeance,John McTiernan,N/A,N/A,128 min,1995,7.6,58,230
230,Star Trek: First Contact,Jonathan Frakes,N/A,N/A,111 min,1996,7.6,71,231
231,Hotel Mumbai,Anthony Maras,N/A,N/A,123 min,2018,7.6,62,232
232,Only the Brave,Joseph Kosinski,N/A,N/A,134 min,2017,7.6,72,233
233,Escape from Alcatraz,Don Siegel,N/A,N/A,112 min,1979,7.6,76,234
234,United 93,Paul Greengrass,N/A,N/A,111 min,2006,7.6,90,235
235,The Taking of Pelham One Two Three,Joseph Sargent,N/A,N/A,104 min,1974,7.6,68,236
236,Vampire Hunter D: Bloodlust,Jack Fletcher,Yoshiaki Kawajiri,N/A,103 min,2000,7.6,62,237
237,Fearless,Ronny Yu,N/A,N/A,104 min,2006,7.6,70,238
238,Pushpa: The Rise - Part 1,Sukumar,N/A,N/A,179 min,2021,7.6,N/A,239
239,Ludo,Anurag Basu,N/A,N/A,149 min,2020,7.6,N/A,240
240,Evangelion: 1.0 You Are,Masayuki,Kazuya Tsurumaki,Hideaki Anno,98 min,2007,7.6,66,241
241,Cell 211,Daniel Monzón,N/A,N/A,113 min,2009,7.6,N/A,242
242,Lupin III: The Castle of Cagliostro,Hayao Miyazaki,N/A,N/A,102 min,1979,7.6,72,243
243,The Boy and the Beast,Mamoru Hosoda,N/A,N/A,119 min,2015,7.6,65,244
244,Mortal World,Ali Atay,N/A,N/A,107 min,2018,7.6,N/A,245
245,The Covenant,Guy Ritchie,N/A,N/A,123 min,2023,7.5,63,246
246,It's a Mad Mad Mad Mad World,Stanley Kramer,N/A,N/A,210 min,1963,7.5,59,247
247,Indiana Jones and the Temple of Doom,Steven Spielberg,N/A,N/A,118 min,1984,7.5,57,248
248,Lone Survivor,Peter Berg,N/A,N/A,121 min,2013,7.5,60,249
249,Batman,Tim Burton,N/A,N/A,126 min,1989,7.5,69,250
250,Scott Pilgrim vs,Edgar Wright,N/A,N/A,112 min,2010,7.5,69,251
251,Harry Potter and the Order of the Phoenix,David Yates,N/A,N/A,138 min,2007,7.5,71,252
252,Fury,David Ayer,N/A,N/A,134 min,2014,7.5,64,253
253,The Hunger Games: Catching Fire,Francis Lawrence,N/A,N/A,146 min,2013,7.5,76,254
254,Upgrade,Leigh Whannell,N/A,N/A,100 min,2018,7.5,67,255
255,The Crow,Alex Proyas,N/A,N/A,102 min,1994,7.5,71,256
256,Total Recall,Paul Verhoeven,N/A,N/A,113 min,1990,7.5,60,257
257,Doctor Strange,Scott Derrickson,N/A,N/A,115 min,2016,7.5,72,258
258,Master and Commander: The Far Side of the World,Peter Weir,N/A,N/A,138 min,2003,7.5,81,259
259,Collateral,Michael Mann,N/A,N/A,120 min,2004,7.5,71,260
260,Enemy at the Gates,Jean-Jacques Annaud,N/A,N/A,131 min,2001,7.5,53,261
261,Riders of Justice,Anders Thomas Jensen,N/A,N/A,116 min,2020,7.5,81,262
262,Source Code,Duncan Jones,N/A,N/A,93 min,2011,7.5,74,263
263,Munich,Steven Spielberg,N/A,N/A,164 min,2005,7.5,74,264
264,The Hunt for Red October,John McTiernan,N/A,N/A,135 min,1990,7.5,58,265
265,Grindhouse,Robert Rodriguez,Eli Roth,Quentin Tarantino,191 min,2007,7.5,77,266
266,Midnight Run,Martin Brest,N/A,N/A,126 min,1988,7.5,78,267
267,The Guns of Navarone,J. Lee Thompson,N/A,N/A,158 min,1961,7.5,72,268
268,Tora! Tora! Tora!,Richard Fleischer,Kinji Fukasaku,Toshio Masuda,144 min,1970,7.5,46,269
269,Headhunters,Morten Tyldum,N/A,N/A,100 min,2011,7.5,72,270
270,Police Story,Jackie Chan,Chi-Hwa Chen,N/A,100 min,1985,7.5,78,271
271,Ip Man 2,Wilson Yip,N/A,N/A,108 min,2010,7.5,67,272
272,13 Assassins,Takashi Miike,N/A,N/A,141 min,2010,7.5,84,273
273,New World,Park Hoon-jung,N/A,N/A,135 min,2013,7.5,58,274
274,House of Flying Daggers,Yimou Zhang,N/A,N/A,119 min,2004,7.5,89,275
275,A Bittersweet Life,Jee-woon Kim,N/A,N/A,119 min,2005,7.5,N/A,276
276,The Legend of Drunken Master,Chia-Liang Liu,Jackie Chan,N/A,102 min,1994,7.5,74,277
277,Tanhaji: The Unsung Warrior,Om Raut,N/A,N/A,135 min,2020,7.5,N/A,278
278,The Blind Swordsman: Zatoichi,Takeshi Kitano,N/A,N/A,116 min,2003,7.5,75,279
279,Mesrine: Killer Instinct,Jean-François Richet,N/A,N/A,113 min,2008,7.5,71,280
280,Jodhaa Akbar,Ashutosh Gowariker,N/A,N/A,213 min,2008,7.5,69,281
281,Delhi Belly,Abhinay Deo,Akshat Verma,N/A,103 min,2011,7.5,66,282
282,Mersal,Atlee,N/A,N/A,172 min,2017,7.5,N/A,283
283,To Strike,Bilal Lashari,N/A,N/A,130 min,2013,7.5,N/A,284
284,John Wick,Chad Stahelski,David Leitch,N/A,101 min,2014,7.4,68,285
285,John Wick: Chapter 3 - Parabellum,Chad Stahelski,N/A,N/A,130 min,2019,7.4,73,286
286,John Wick: Chapter 2,Chad Stahelski,N/A,N/A,122 min,2017,7.4,75,287
287,Shang-Chi and the Legend of the Ten Rings,Destin Daniel Cretton,N/A,N/A,132 min,2021,7.4,71,288
288,Spider-Man: Homecoming,Jon Watts,N/A,N/A,133 min,2017,7.4,73,289
289,Nobody,Ilya Naishuller,N/A,N/A,92 min,2021,7.4,64,290
290,Spider-Man,Sam Raimi,N/A,N/A,121 min,2002,7.4,73,291
291,Ready Player One,Steven Spielberg,N/A,N/A,140 min,2018,7.4,64,292
292,Mission: Impossible - Rogue Nation,Christopher McQuarrie,N/A,N/A,131 min,2015,7.4,75,293
293,Mission: Impossible - Ghost Protocol,Brad Bird,N/A,N/A,132 min,2011,7.4,73,294
294,The Last Duel,Ridley Scott,N/A,N/A,152 min,2021,7.4,67,295
295,Wonder Woman,Patty Jenkins,N/A,N/A,141 min,2017,7.4,76,296
296,Superman,Richard Donner,N/A,N/A,143 min,1978,7.4,82,297
297,Spider-Man: Far from Home,Jon Watts,N/A,N/A,129 min,2019,7.4,69,298
298,Spider-Man 2,Sam Raimi,N/A,N/A,127 min,2004,7.4,83,299
299,The Rock,Michael Bay,N/A,N/A,136 min,1996,7.4,58,300
300,Predestination,Michael Spierig,Peter Spierig,N/A,97 min,2014,7.4,69,301
301,Looper,Rian Johnson,N/A,N/A,119 min,2012,7.4,84,302
302,A History of Violence,David Cronenberg,N/A,N/A,96 min,2005,7.4,82,303
303,Law Abiding Citizen,F. Gary Gray,N/A,N/A,109 min,2009,7.4,34,304
304,X2: X-Men United,Bryan Singer,N/A,N/A,134 min,2003,7.4,68,305
305,War for the Planet of the Apes,Matt Reeves,N/A,N/A,140 min,2017,7.4,82,306
306,How to Train Your Dragon: The Hidden World,Dean DeBlois,N/A,N/A,104 min,2019,7.4,71,307
307,Sherlock Holmes: A Game of Shadows,Guy Ritchie,N/A,N/A,129 min,2011,7.4,48,308
308,Bullitt,Peter Yates,N/A,N/A,114 min,1968,7.4,81,309
309,From Russia with Love,Terence Young,N/A,N/A,115 min,1963,7.4,83,310
310,Open Range,Kevin Costner,N/A,N/A,139 min,2003,7.4,67,311
311,Thief,Michael Mann,N/A,N/A,123 min,1981,7.4,78,312
312,Mission Majnu,Shantanu Bagchi,N/A,N/A,129 min,2023,7.4,N/A,313
313,Black Dynamite,Scott Sanders,N/A,N/A,84 min,2009,7.4,65,314
314,Rurouni Kenshin Part I: Origins,Keishi Otomo,N/A,N/A,134 min,2012,7.4,N/A,315
315,Drunken Master,Woo-Ping Yuen,N/A,N/A,111 min,1978,7.4,68,316
