,Movie_Name,Director1,Director2,Director3,Duration,year,Ratings,Metascore,Sno
973,Batman: The Killing Joke,Sam Liu,N/A,N/A,76 min,2016,6.4,N/A,974
974,Dead Man Down,Niels Arden Oplev,N/A,N/A,118 min,2013,6.4,39,975
975,Lock Up,John Flynn,N/A,N/A,109 min,1989,6.4,52,976
976,Last Man Standing,Walter Hill,N/A,N/A,101 min,1996,6.4,44,977
977,Black and Blue,Deon Taylor,N/A,N/A,108 min,2019,6.4,54,978
978,Basic,John McTiernan,N/A,N/A,98 min,2003,6.4,34,979
979,Son of a Gun,Julius Avery,N/A,N/A,108 min,2014,6.4,49,980
980,Final Fantasy: The Spirits Within,Hironobu Sakaguchi,Motonori Sakakibara,N/A,106 min,2001,6.4,49,981
981,From Paris with Love,Pierre Morel,N/A,N/A,92 min,2010,6.4,42,982
982,Blood Work,Clint Eastwood,N/A,N/A,110 min,2002,6.4,64,983
983,How I Live Now,Kevin Macdonald,N/A,N/A,101 min,2013,6.4,57,984
984,Ned Kelly,Gregor Jordan,N/A,N/A,110 min,2003,6.4,56,985
985,Night Watch,Timur Bekmambetov,N/A,N/A,114 min,2004,6.4,58,986
986,Resident Evil: Degeneration,Makoto Kamiya,N/A,N/A,98 min,2008,6.4,N/A,987
987,Day Watch,Timur Bekmambetov,N/A,N/A,132 min,2006,6.4,59,988
988,Redirected,Emilis Velyvis,N/A,N/A,99 min,2014,6.4,N/A,989
989,Fast X,Louis Leterrier,N/A,N/A,141 min,2023,6.3,55,990
990,Operation Fortune: Ruse de Guerre,Guy Ritchie,N/A,N/A,114 min,2023,6.3,51,991
991,King Arthur,Antoine Fuqua,N/A,N/A,126 min,2004,6.3,46,992
992,Black Adam,Jaume Collet-Serra,N/A,N/A,125 min,2022,6.3,41,993
993,Eternals,Chloé Zhao,N/A,N/A,156 min,2021,6.3,52,994
994,Dune,David Lynch,N/A,N/A,137 min,1984,6.3,41,995
995,Uncharted,Ruben Fleischer,N/A,N/A,116 min,2022,6.3,45,996
996,The King's Man,Matthew Vaughn,N/A,N/A,131 min,2021,6.3,44,997
997,Spider-Man 3,Sam Raimi,N/A,N/A,139 min,2007,6.3,59,998
998,Red Notice,Rawson Marshall Thurber,N/A,N/A,118 min,2021,6.3,37,999
999,Godzilla vs,Adam Wingard,N/A,N/A,113 min,2021,6.3,59,1000
1000,Central Intelligence,Rawson Marshall Thurber,N/A,N/A,107 min,2016,6.3,52,1001
1001,Sky High,Mike Mitchell,N/A,N/A,100 min,2005,6.3,62,1002
1002,Terminator Genisys,Alan Taylor,N/A,N/A,126 min,2015,6.3,38,1003
1003,Ocean's Eight,Gary Ross,N/A,N/A,110 min,2018,6.3,61,1004
1004,The Last Stand,Jee-woon Kim,N/A,N/A,107 min,2013,6.3,54,1005
1005,Polar,Jonas Åkerlund,N/A,N/A,118 min,2019,6.3,19,1006
1006,Tomb Raider,Roar Uthaug,N/A,N/A,119 min,2018,6.3,48,1007
1007,White House Down,Roland Emmerich,N/A,N/A,131 min,2013,6.3,52,1008
1008,Terminator 3: Rise of the Machines,Jonathan Mostow,N/A,N/A,109 min,2003,6.3,66,1009
1009,Ghost in the Shell,Rupert Sanders,N/A,N/A,107 min,2017,6.3,52,1010
1010,The Bodyguard,Mick Jackson,N/A,N/A,129 min,1992,6.3,39,1011
1011,Knight and Day,James Mangold,N/A,N/A,109 min,2010,6.3,46,1012
1012,Waterworld,Kevin Reynolds,N/A,N/A,177 min,1995,6.3,56,1013
1013,A View to a Kill,John Glen,N/A,N/A,131 min,1985,6.3,40,1014
1014,Miss Congeniality,Donald Petrie,N/A,N/A,109 min,2000,6.3,43,1015
1015,The Shallows,Jaume Collet-Serra,N/A,N/A,86 min,2016,6.3,59,1016
1016,Criminal,Ariel Vromen,N/A,N/A,113 min,2016,6.3,36,1017
1017,Every Which Way But Loose,James Fargo,N/A,N/A,114 min,1978,6.3,41,1018
1018,The American,Anton Corbijn,N/A,N/A,105 min,2010,6.3,61,1019
1019,Run Hide Fight,Kyle Rankin,N/A,N/A,109 min,2020,6.3,13,1020
1020,Red Dawn,John Milius,N/A,N/A,114 min,1984,6.3,53,1021
1021,My Spy,Peter Segal,N/A,N/A,99 min,2020,6.3,46,1022
1022,Maze Runner: The Scorch Trials,Wes Ball,N/A,N/A,131 min,2015,6.3,43,1023
1023,Once Upon a Time in Mexico,Robert Rodriguez,N/A,N/A,102 min,2003,6.3,56,1024
1024,Scouts Guide to the Zombie Apocalypse,Christopher Landon,N/A,N/A,93 min,2015,6.3,32,1025
1025,Death Wish,Eli Roth,N/A,N/A,107 min,2018,6.3,31,1026
1026,Bright,David Ayer,N/A,N/A,117 min,2017,6.3,29,1027
1027,Beowulf,Robert Zemeckis,N/A,N/A,115 min,2007,6.3,59,1028
1028,Spectral,Nic Mathieu,N/A,N/A,107 min,2016,6.3,N/A,1029
1029,Ninja Assassin,James McTeigue,N/A,N/A,99 min,2009,6.3,34,1030
1030,The Take,James Watkins,N/A,N/A,92 min,2016,6.3,48,1031
1031,The Commuter,Jaume Collet-Serra,N/A,N/A,104 min,2018,6.3,56,1032
1032,Sand Castle,Fernando Coimbra,N/A,N/A,113 min,2017,6.3,45,1033
1033,Predator 2,Stephen Hopkins,N/A,N/A,108 min,1990,6.3,46,1034
1034,Triple 9,John Hillcoat,N/A,N/A,115 min,2016,6.3,52,1035
1035,The Collector,Marcus Dunstan,N/A,N/A,90 min,2009,6.3,29,1036
1036,The Angry Birds Movie,Clay Kaytis,Fergal Reilly,N/A,97 min,2016,6.3,43,1037
1037,Unlocked,Michael Apted,N/A,N/A,98 min,2017,6.3,46,1038
1038,Guns Akimbo,Jason Howden,N/A,N/A,98 min,2019,6.3,42,1039
1039,Osmosis Jones,Bobby Farrelly,Peter Farrelly,N/A,95 min,2001,6.3,57,1040
1040,Surrogates,Jonathan Mostow,N/A,N/A,89 min,2009,6.3,45,1041
1041,The Dead Pool,Buddy Van Horn,N/A,N/A,91 min,1988,6.3,46,1042
1042,The Black Cauldron,Ted Berman,Richard Rich,N/A,80 min,1985,6.3,59,1043
1043,#Alive,Il Cho,N/A,N/A,98 min,2020,6.3,N/A,1044
1044,Transporter 2,Louis Leterrier,N/A,N/A,87 min,2005,6.3,56,1045
1045,Entrapment,Jon Amiel,N/A,N/A,113 min,1999,6.3,54,1046
1046,Revolver,Guy Ritchie,N/A,N/A,111 min,2005,6.3,25,1047
1047,Free Fire,Ben Wheatley,N/A,N/A,91 min,2016,6.3,63,1048
1048,Paycheck,John Woo,N/A,N/A,119 min,2003,6.3,43,1049
1049,This Means War,McG,N/A,N/A,103 min,2012,6.3,31,1050
1050,Blue Streak,Les Mayfield,N/A,N/A,93 min,1999,6.3,46,1051
1051,Centurion,Neil Marshall,N/A,N/A,97 min,2010,6.3,62,1052
1052,Assassins,Richard Donner,N/A,N/A,133 min,1995,6.3,N/A,1053
1053,Johnny English Reborn,Oliver Parker,N/A,N/A,101 min,2011,6.3,46,1054
1054,Mr,Paco Cabezas,N/A,N/A,95 min,2015,6.3,52,1055
1055,Risen,Kevin Reynolds,N/A,N/A,107 min,2016,6.3,51,1056
1056,Underworld: Awakening,Måns Mårlind,Björn Stein,N/A,88 min,2012,6.3,39,1057
1057,Repo Men,Miguel Sapochnik,N/A,N/A,111 min,2010,6.3,32,1058
1058,Escape from the Planet of the Apes,Don Taylor,N/A,N/A,98 min,1971,6.3,69,1059
1059,Assault on Precinct 13,Jean-François Richet,N/A,N/A,109 min,2005,6.3,54,1060
1060,Nick of Time,John Badham,N/A,N/A,90 min,1995,6.3,N/A,1061
1061,Formula 51,Ronny Yu,N/A,N/A,93 min,2001,6.3,23,1062
1062,Proof of Life,Taylor Hackford,N/A,N/A,135 min,2000,6.3,45,1063
1063,ARQ,Tony Elliott,N/A,N/A,88 min,2016,6.3,N/A,1064
1064,7500,Patrick Vollrath,N/A,N/A,93 min,2019,6.3,58,1065
1065,Charlie Countryman,Fredrik Bond,N/A,N/A,103 min,2013,6.3,31,1066
1066,Toofaan,Rakeysh Omprakash Mehra,N/A,N/A,163 min,2021,6.3,N/A,1067
1067,Mad Max Beyond Thunderdome,George Miller,George Ogilvie,N/A,107 min,1985,6.2,71,1068
1068,Thor: Love and Thunder,Taika Waititi,N/A,N/A,118 min,2022,6.2,57,1069
1069,Indiana Jones and the Kingdom of the Crystal Skull,Steven Spielberg,N/A,N/A,122 min,2008,6.2,65,1070
1070,Kindergarten Cop,Ivan Reitman,N/A,N/A,111 min,1990,6.2,61,1071
1071,Terminator: Dark Fate,Tim Miller,N/A,N/A,128 min,2019,6.2,54,1072
1072,Pearl Harbor,Michael Bay,N/A,N/A,183 min,2001,6.2,44,1073
1073,Men in Black II,Barry Sonnenfeld,N/A,N/A,88 min,2002,6.2,49,1074
1074,Transformers: Dark of the Moon,Michael Bay,N/A,N/A,154 min,2011,6.2,42,1075
1075,Austin Powers in Goldmember,Jay Roach,N/A,N/A,94 min,2002,6.2,62,1076
1076,The Karate Kid,Harald Zwart,N/A,N/A,140 min,2010,6.2,61,1077
1077,Deep Impact,Mimi Leder,N/A,N/A,120 min,1998,6.2,40,1078
1078,Knowing,Alex Proyas,N/A,N/A,121 min,2009,6.2,41,1079
1079,The Legend of Tarzan,David Yates,N/A,N/A,110 min,2016,6.2,44,1080
1080,300: Rise of an Empire,Noam Murro,N/A,N/A,102 min,2014,6.2,48,1081
1081,Hitman,Xavier Gens,N/A,N/A,100 min,2007,6.2,35,1082
1082,Total Recall,Len Wiseman,N/A,N/A,118 min,2012,6.2,43,1083
1083,American Assassin,Michael Cuesta,N/A,N/A,111 min,2017,6.2,45,1084
1084,Kate,Cedric Nicolas-Troyan,N/A,N/A,106 min,2021,6.2,47,1085
1085,Reign of Fire,Rob Bowman,N/A,N/A,101 min,2002,6.2,39,1086
1086,Alien: Resurrection,Jean-Pierre Jeunet,N/A,N/A,109 min,1997,6.2,63,1087
1087,Dracula Untold,Gary Shore,N/A,N/A,92 min,2014,6.2,40,1088
1088,Dick Tracy,Warren Beatty,N/A,N/A,105 min,1990,6.2,68,1089
1089,Transcendence,Wally Pfister,N/A,N/A,119 min,2014,6.2,42,1090
1090,The Divergent Series: Insurgent,Robert Schwentke,N/A,N/A,119 min,2015,6.2,42,1091
1091,3 Days to Kill,McG,N/A,N/A,117 min,2014,6.2,40,1092
1092,The Brothers Grimsby,Louis Leterrier,N/A,N/A,83 min,2016,6.2,44,1093
1093,Small Soldiers,Joe Dante,N/A,N/A,110 min,1998,6.2,N/A,1094
1094,In the Shadow of the Moon,Jim Mickle,N/A,N/A,115 min,2019,6.2,48,1095
1095,Rush Hour 3,Brett Ratner,N/A,N/A,91 min,2007,6.2,44,1096
1096,The Cannonball Run,Hal Needham,N/A,N/A,95 min,1981,6.2,28,1097
1097,Blown Away,Stephen Hopkins,N/A,N/A,121 min,1994,6.2,N/A,1098
1098,Maze Runner: The Death Cure,Wes Ball,N/A,N/A,143 min,2018,6.2,50,1099
1099,Time Trap,Mark Dennis,Ben Foster,N/A,87 min,2017,6.2,46,1100
1100,Spenser Confidential,Peter Berg,N/A,N/A,111 min,2020,6.2,49,1101
1101,Inferno,Ron Howard,N/A,N/A,121 min,2016,6.2,42,1102
1102,47 Ronin,Carl Rinsch,N/A,N/A,128 min,2013,6.2,28,1103
1103,Keanu,Peter Atencio,N/A,N/A,100 min,2016,6.2,63,1104
1104,Deliver Us from Evil,Scott Derrickson,N/A,N/A,118 min,2014,6.2,40,1105
1105,Hard Target,John Woo,N/A,N/A,97 min,1993,6.2,63,1106
1106,Shanghai Knights,David Dobkin,N/A,N/A,114 min,2003,6.2,58,1107
1107,Parker,Taylor Hackford,N/A,N/A,118 min,2013,6.2,42,1108
1108,The Losers,Sylvain White,N/A,N/A,97 min,2010,6.2,44,1109
1109,Zathura: A Space Adventure,Jon Favreau,N/A,N/A,101 min,2005,6.2,67,1110
1110,Moonraker,Lewis Gilbert,N/A,N/A,126 min,1979,6.2,66,1111
1111,Cold Pursuit,Hans Petter Moland,N/A,N/A,119 min,2019,6.2,57,1112
1112,Taken 2,Olivier Megaton,N/A,N/A,92 min,2012,6.2,45,1113
1113,Walking Tall,Kevin Bray,N/A,N/A,86 min,2004,6.2,44,1114
1114,Copshop,Joe Carnahan,N/A,N/A,107 min,2021,6.2,61,1115
1115,War,Philip G. Atwell,N/A,N/A,103 min,2007,6.2,36,1116
1116,Redemption,Steven Knight,N/A,N/A,100 min,2013,6.2,43,1117
1117,The Silencing,Robin Pront,N/A,N/A,93 min,2020,6.2,N/A,1118
1118,Death Race 2000,Paul Bartel,N/A,N/A,80 min,1975,6.2,58,1119
1119,Jack the Giant Slayer,Bryan Singer,N/A,N/A,114 min,2013,6.2,51,1120
1120,Stuber,Michael Dowse,N/A,N/A,93 min,2019,6.2,42,1121
1121,Takers,John Luessenhop,N/A,N/A,107 min,2010,6.2,45,1122
1122,Jack Ryan: Shadow Recruit,Kenneth Branagh,N/A,N/A,105 min,2014,6.2,57,1123
1123,Tower Heist,Brett Ratner,N/A,N/A,104 min,2011,6.2,59,1124
1124,Captain Underpants: The First Epic Movie,David Soren,N/A,N/A,89 min,2017,6.2,69,1125
1125,The Wall,Doug Liman,N/A,N/A,88 min,2017,6.2,57,1126
1126,Rogue,Greg McLean,N/A,N/A,99 min,2007,6.2,N/A,1127
1127,Next,Lee Tamahori,N/A,N/A,96 min,2007,6.2,42,1128
1128,Resident Evil: Extinction,Russell Mulcahy,N/A,N/A,94 min,2007,6.2,41,1129
1129,Johnny English,Peter Howitt,N/A,N/A,87 min,2003,6.2,51,1130
1130,Kung Pow: Enter the Fist,Steve Oedekerk,N/A,N/A,81 min,2002,6.2,14,1131
1131,Feast,John Gulager,N/A,N/A,95 min,2005,6.2,43,1132
1132,The Toxic Avenger,Michael Herz,Lloyd Kaufman,N/A,82 min,1984,6.2,42,1133
1133,The Outsider,Martin Zandvliet,N/A,N/A,120 min,2018,6.2,30,1134
1134,Outlander,Howard McCain,N/A,N/A,115 min,2008,6.2,40,1135
1135,The Devil's Own,Alan J. Pakula,N/A,N/A,111 min,1997,6.2,53,1136
1136,The Saint,Phillip Noyce,N/A,N/A,116 min,1997,6.2,50,1137
1137,Lionheart,Sheldon Lettich,N/A,N/A,108 min,1990,6.2,41,1138
1138,Eraser,Chuck Russell,N/A,N/A,115 min,1996,6.2,56,1139
1139,TMNT,Kevin Munroe,N/A,N/A,87 min,2007,6.2,41,1140
1140,The Eagle,Kevin Macdonald,N/A,N/A,114 min,2011,6.2,55,1141
1141,Johnny English Strikes Again,David Kerr,N/A,N/A,89 min,2018,6.2,39,1142
1142,Astro Boy,David Bowers,N/A,N/A,94 min,2009,6.2,53,1143
1143,Destroyer,Karyn Kusama,N/A,N/A,121 min,2018,6.2,62,1144
1144,Rising Sun,Philip Kaufman,N/A,N/A,129 min,1993,6.2,56,1145
1145,After the Sunset,Brett Ratner,N/A,N/A,97 min,2004,6.2,38,1146
1146,Loaded Weapon 1,Gene Quintano,N/A,N/A,84 min,1993,6.2,30,1147
1147,The November Man,Roger Donaldson,N/A,N/A,108 min,2014,6.2,38,1148
1148,Pokémon: The First Movie - Mewtwo Strikes Back,Kunihiko Yuyama,N/A,N/A,96 min,1998,6.2,35,1149
1149,The Boondock Saints II: All Saints Day,Troy Duffy,N/A,N/A,118 min,2009,6.2,24,1150
1150,Last Knights,Kazuaki Kiriya,N/A,N/A,115 min,2015,6.2,27,1151
1151,Money Talks,Brett Ratner,N/A,N/A,97 min,1997,6.2,N/A,1152
1152,A Lonely Place to Die,Julian Gilbey,N/A,N/A,99 min,2011,6.2,N/A,1153
1153,Mr,Sammo Kam-Bo Hung,N/A,N/A,88 min,1997,6.2,N/A,1154
1154,The Warrior's Way,Sngmoo Lee,N/A,N/A,100 min,2010,6.2,45,1155
1155,Ong Bak 2,Tony Jaa,Panna Rittikrai,N/A,98 min,2008,6.2,47,1156
1156,The Legend of Tomiris,Akan Satayev,N/A,N/A,156 min,2019,6.2,N/A,1157
1157,Dabangg,Abhinav Kashyap,N/A,N/A,126 min,2010,6.2,N/A,1158
1158,Ant-Man and the Wasp: Quantumania,Peyton Reed,N/A,N/A,124 min,2023,6.1,48,1159
1159,San Andreas,Brad Peyton,N/A,N/A,114 min,2015,6.1,43,1160
1160,The Lost City,Aaron Nee,Adam Nee,N/A,112 min,2022,6.1,60,1161
1161,Mission: Impossible II,John Woo,N/A,N/A,123 min,2000,6.1,59,1162
1162,Snow White and the Huntsman,Rupert Sanders,N/A,N/A,127 min,2012,6.1,57,1163
1163,Justice League,Zack Snyder,N/A,N/A,120 min,2017,6.1,45,1164
1164,Jack Reacher: Never Go Back,Edward Zwick,N/A,N/A,118 min,2016,6.1,47,1165
1165,Ambulance,Michael Bay,N/A,N/A,136 min,2022,6.1,55,1166
1166,6 Underground,Michael Bay,N/A,N/A,128 min,2019,6.1,41,1167
1167,Lou,Anna Foerster,N/A,N/A,107 min,2022,6.1,51,1168
1168,Day Shift,J.J. Perry,N/A,N/A,113 min,2022,6.1,51,1169
1169,Jurassic World: Fallen Kingdom,J.A. Bayona,N/A,N/A,128 min,2018,6.1,51,1170
1170,Mortal Engines,Christian Rivers,N/A,N/A,128 min,2018,6.1,44,1171
1171,The Sentinel,Clark Johnson,N/A,N/A,108 min,2006,6.1,49,1172
1172,Hitman's Wife's Bodyguard,Patrick Hughes,N/A,N/A,100 min,2021,6.1,32,1173
1173,Blood Red Sky,Peter Thorwarth,N/A,N/A,121 min,2021,6.1,43,1174
1174,Lifeforce,Tobe Hooper,N/A,N/A,101 min,1985,6.1,50,1175
1175,I Am Number Four,D.J. Caruso,N/A,N/A,111 min,2011,6.1,36,1176
1176,Lightyear,Angus MacLane,N/A,N/A,105 min,2022,6.1,60,1177
1177,Superman Returns,Bryan Singer,N/A,N/A,154 min,2006,6.1,72,1178
1178,RoboCop,José Padilha,N/A,N/A,117 min,2014,6.1,52,1179
1179,Rampage,Brad Peyton,N/A,N/A,107 min,2018,6.1,45,1180
1180,Code 8,Jeff Chan,N/A,N/A,98 min,2019,6.1,48,1181
1181,The Expendables 3,Patrick Hughes,N/A,N/A,126 min,2014,6.1,35,1182
1182,Crawl,Alexandre Aja,N/A,N/A,87 min,2019,6.1,60,1183
1183,Die Another Day,Lee Tamahori,N/A,N/A,133 min,2002,6.1,56,1184
1184,Rambo: Last Blood,Adrian Grunberg,N/A,N/A,89 min,2019,6.1,26,1185
1185,Push,Paul McGuigan,N/A,N/A,111 min,2009,6.1,36,1186
1186,Mile 22,Peter Berg,N/A,N/A,94 min,2018,6.1,38,1187
1187,Jumper,Doug Liman,N/A,N/A,88 min,2008,6.1,35,1188
1188,Days of Thunder,Tony Scott,N/A,N/A,107 min,1990,6.1,60,1189
1189,The Sorcerer's Apprentice,Jon Turteltaub,N/A,N/A,109 min,2010,6.1,46,1190
1190,Dora and the Lost City of Gold,James Bobin,N/A,N/A,102 min,2019,6.1,63,1191
1191,The Huntsman: Winter's War,Cedric Nicolas-Troyan,N/A,N/A,114 min,2016,6.1,35,1192
1192,Resident Evil: Apocalypse,Alexander Witt,N/A,N/A,94 min,2004,6.1,35,1193
1193,The Protégé,Martin Campbell,N/A,N/A,109 min,2021,6.1,48,1194
1194,Mystery Men,Kinka Usher,N/A,N/A,121 min,1999,6.1,65,1195
1195,The Postman,Kevin Costner,N/A,N/A,177 min,1997,6.1,29,1196
1196,Blitz,Elliott Lester,N/A,N/A,97 min,2011,6.1,N/A,1197
1197,The Girl in the Spider's Web,Fede Alvarez,N/A,N/A,115 min,2018,6.1,43,1198
1198,Krull,Peter Yates,N/A,N/A,121 min,1983,6.1,45,1199
1199,Deep Rising,Stephen Sommers,N/A,N/A,106 min,1998,6.1,N/A,1200
1200,Universal Soldier,Roland Emmerich,N/A,N/A,102 min,1992,6.1,35,1201
1201,Crank: High Voltage,Mark Neveldine,Brian Taylor,N/A,96 min,2009,6.1,41,1202
1202,Hansel & Gretel: Witch Hunters,Tommy Wirkola,N/A,N/A,88 min,2013,6.1,23,1203
1203,Vampires,John Carpenter,N/A,N/A,108 min,1998,6.1,42,1204
1204,Never Say Never Again,Irvin Kershner,N/A,N/A,134 min,1983,6.1,68,1205
1205,The Karate Kid Part II,John G. Avildsen,N/A,N/A,113 min,1986,6.1,55,1206
1206,Hit and Run,David Palmer,Dax Shepard,N/A,100 min,2012,6.1,50,1207
1207,Broken Arrow,John Woo,N/A,N/A,108 min,1996,6.1,61,1208
1208,The Promise,Terry George,N/A,N/A,133 min,2016,6.1,49,1209
1209,The Collection,Marcus Dunstan,N/A,N/A,82 min,2012,6.1,38,1210
1210,Windtalkers,John Woo,N/A,N/A,134 min,2002,6.1,51,1211
1211,Ride Along,Tim Story,N/A,N/A,99 min,2014,6.1,41,1212
1212,Sky Captain and the World of Tomorrow,Kerry Conran,N/A,N/A,106 min,2004,6.1,64,1213
1213,American Ultra,Nima Nourizadeh,N/A,N/A,96 min,2015,6.1,50,1214
1214,Red State,Kevin Smith,N/A,N/A,88 min,2011,6.1,50,1215
1215,Red Heat,Walter Hill,N/A,N/A,104 min,1988,6.1,61,1216
1216,Point of No Return,John Badham,N/A,N/A,109 min,1993,6.1,53,1217
1217,Heist,Scott Mann,N/A,N/A,93 min,2015,6.1,37,1218
1218,Sphere,Barry Levinson,N/A,N/A,134 min,1998,6.1,35,1219
1219,Romeo Must Die,Andrzej Bartkowiak,N/A,N/A,115 min,2000,6.1,52,1220
1220,Solomon Kane,M.J. Bassett,N/A,N/A,104 min,2009,6.1,48,1221
1221,Broken City,Allen Hughes,N/A,N/A,109 min,2013,6.1,49,1222
1222,Flight of the Phoenix,John Moore,N/A,N/A,113 min,2004,6.1,47,1223
1223,Hotel Artemis,Drew Pearce,N/A,N/A,94 min,2018,6.1,58,1224
1224,30 Minutes or Less,Ruben Fleischer,N/A,N/A,83 min,2011,6.1,49,1225
1225,Big Stan,Rob Schneider,N/A,N/A,105 min,2007,6.1,N/A,1226
1226,The Jewel of the Nile,Lewis Teague,N/A,N/A,106 min,1985,6.1,53,1227
1227,Hobo with a Shotgun,Jason Eisener,N/A,N/A,86 min,2011,6.1,55,1228
1228,Ironclad,Jonathan English,N/A,N/A,121 min,2011,6.1,42,1229
1229,Undisputed,Walter Hill,N/A,N/A,94 min,2002,6.1,58,1230
1230,Conquest of the Planet of the Apes,J. Lee Thompson,N/A,N/A,88 min,1972,6.1,49,1231
1231,"Tomorrow, When the War Began",Stuart Beattie,N/A,N/A,104 min,2010,6.1,54,1232
1232,Mercury Rising,Harold Becker,N/A,N/A,111 min,1998,6.1,37,1233
1233,Gringo,Nash Edgerton,N/A,N/A,111 min,2018,6.1,46,1234
1234,Murder at 1600,Dwight H. Little,N/A,N/A,107 min,1997,6.1,47,1235
1235,The Replacement Killers,Antoine Fuqua,N/A,N/A,87 min,1998,6.1,42,1236
1236,15 Minutes,John Herzfeld,N/A,N/A,120 min,2001,6.1,34,1237
1237,Welcome to the Punch,Eran Creevy,N/A,N/A,99 min,2013,6.1,49,1238
1238,The Lovebirds,Michael Showalter,N/A,N/A,86 min,2020,6.1,59,1239
1239,Seeking Justice,Roger Donaldson,N/A,N/A,105 min,2011,6.1,38,1240
1240,Chennai Express,Rohit Shetty,N/A,N/A,141 min,2013,6.1,45,1241
1241,Antitrust,Peter Howitt,N/A,N/A,108 min,2001,6.1,31,1242
1242,Thunivu,H. Vinoth,N/A,N/A,145 min,2023,6.1,N/A,1243
1243,Sooryavanshi,Rohit Shetty,N/A,N/A,145 min,2021,6.1,N/A,1244
1244,2.0,S. Shankar,N/A,N/A,148 min,2018,6.1,N/A,1245
1245,Shazam! Fury of the Gods,David F. Sandberg,N/A,N/A,130 min,2023,6.0,47,1246
1246,The Fast and the Furious: Tokyo Drift,Justin Lin,N/A,N/A,104 min,2006,6.0,45,1247
1247,Mortal Kombat,Simon McQuoid,N/A,N/A,110 min,2021,6.0,44,1248
