,Movie_Name,Star1,Star2,Star3,Star4,Votes,Genre1,Genre2,Genre3,Gross_Collection,Popularity,Certification
1045,Entrapment,Sean Connery,Catherine Zeta-Jones,Ving Rhames,Will Patton,"120,245",Action,Romance,Romance,212404396,"4,391",PG-13
1046,Revolver,Jason Statham,Ray Liotta,André 3000,Vincent Pastore,"99,108",Action,Drama,Drama,7221558,"4,488",R
1047,Free Fire,Sharlto Copley,Brie Larson,Armie Hammer,Cillian Murphy,"48,271",Action,Crime,Crime,3719383,"4,506",R
1048,Paycheck,Ben Affleck,Aaron Eckhart,Uma Thurman,Michael C. Hall,"110,878",Action,Sci-Fi,Sci-Fi,117248958,"4,621",PG-13
1049,This Means War,Reese Witherspoon,Chris Pine,Tom Hardy,Til Schweiger,"190,427",Action,Romance,Romance,156491279,N/A,PG-13
1050,Blue Streak,Martin Lawrence,Luke Wilson,Peter Greene,Dave Chappelle,"85,989",Action,Crime,Crime,117758500,N/A,PG-13
1051,Centurion,Michael Fassbender,Dominic West,Olga Kurylenko,Andreas Wisniewski,"84,462",Action,History,History,6890432,N/A,R
1052,Assassins,Sylvester Stallone,Antonio Banderas,Julianne Moore,Anatoli Davydov,"85,821",Action,Thriller,Thriller,30303072,N/A,R
1053,Johnny English Reborn,Rowan Atkinson,Rosamund Pike,Dominic West,Roger Barclay,"135,435",Action,Comedy,Comedy,160078586,N/A,PG
1054,Mr,Anna Kendrick,Sam Rockwell,Tim Roth,James Ransone,"58,116",Action,Romance,Romance,607595,N/A,R
1055,Risen,Joseph Fiennes,Tom Felton,Peter Firth,Cliff Curtis,"29,563",Action,History,History,46771565,N/A,PG-13
1056,Underworld: Awakening,Kate Beckinsale,Michael Ealy,India Eisley,Stephen Rea,"157,807",Action,Horror,Horror,160112671,N/A,R
1057,Repo Men,Jude Law,Forest Whitaker,Alice Braga,Liev Schreiber,"108,833",Action,Thriller,Thriller,18409891,N/A,R
1058,Escape from the Planet of the Apes,Roddy McDowall,Kim Hunter,Bradford Dillman,Natalie Trundy,"36,973",Action,N/A,N/A,12348905,N/A,G
1059,Assault on Precinct 13,Ethan Hawke,Laurence Fishburne,Gabriel Byrne,Maria Bello,"80,421",Action,Drama,Drama,35294470,N/A,R
1060,Nick of Time,Johnny Depp,Christopher Walken,Courtney Chase,Charles S. Dutton,"43,994",Action,Drama,Drama,8175346,N/A,R
1061,Formula 51,Samuel L. Jackson,Robert Carlyle,Emily Mortimer,Nigel Whitmey,"50,169",Action,Crime,Crime,12881605,N/A,R
1062,Proof of Life,Meg Ryan,Russell Crowe,David Morse,Pamela Reed,"58,012",Action,Thriller,Thriller,62761005,N/A,R
1063,ARQ,Robbie Amell,Rachael Taylor,Shaun Benson,Gray Powell,"40,500",Action,Thriller,Thriller,N/A,N/A,TV-MA
1064,7500,Joseph Gordon-Levitt,Omid Memar,Aylin Tezel,Carlo Kitzlinger,"30,505",Action,Thriller,Thriller,N/A,N/A,R
1065,Charlie Countryman,Shia LaBeouf,Evan Rachel Wood,Mads Mikkelsen,Til Schweiger,"29,152",Action,Drama,Drama,443990,N/A,R
1066,Toofaan,Farhan Akhtar,Mrunal Thakur,Paresh Rawal,Mohan Agashe,"51,778",Action,Sport,Sport,N/A,N/A,UA
1067,Mad Max Beyond Thunderdome,Mel Gibson,Tina Turner,Bruce Spence,Adam Cockburn,"141,574",Action,Sci-Fi,Sci-Fi,36230219,111,PG-13
1068,Thor: Love and Thunder,Chris Hemsworth,Natalie Portman,Christian Bale,Tessa Thompson,"364,183",Action,Comedy,Comedy,760928081,119,PG-13
1069,Indiana Jones and the Kingdom of the Crystal Skull,Harrison Ford,Cate Blanchett,Shia LaBeouf,Karen Allen,"465,508",Action,N/A,N/A,790653942,333,PG-13
1070,Kindergarten Cop,Arnold Schwarzenegger,Penelope Ann Miller,Pamela Reed,Linda Hunt,"155,747",Action,Crime,Crime,201957688,355,PG-13
1071,Terminator: Dark Fate,Linda Hamilton,Arnold Schwarzenegger,Mackenzie Davis,Natalia Reyes,"184,573",Action,Sci-Fi,Sci-Fi,261119292,686,R
1072,Pearl Harbor,Ben Affleck,Kate Beckinsale,Josh Hartnett,William Lee Scott,"341,153",Action,History,History,449220945,785,PG-13
1073,Men in Black II,Tommy Lee Jones,Will Smith,Rip Torn,Lara Flynn Boyle,"387,011",Action,Comedy,Comedy,445135288,841,PG-13
1074,Transformers: Dark of the Moon,Shia LaBeouf,Rosie Huntington-Whiteley,Tyrese Gibson,Josh Duhamel,"418,223",Action,Sci-Fi,Sci-Fi,1123794079,"1,168",PG-13
1075,Austin Powers in Goldmember,Mike Myers,Beyoncé,Seth Green,Michael York,"215,926",Action,Comedy,Comedy,296938801,"1,245",PG-13
1076,The Karate Kid,Jackie Chan,Jaden Smith,Taraji P. Henson,Wenwen Han,"193,437",Action,Family,Family,359126022,"1,355",PG
1077,Deep Impact,Robert Duvall,Téa Leoni,Elijah Wood,Morgan Freeman,"183,325",Action,Sci-Fi,Sci-Fi,349464664,"1,369",PG-13
1078,Knowing,Nicolas Cage,Chandler Canterbury,Rose Byrne,Lara Robinson,"240,503",Action,Sci-Fi,Sci-Fi,183658498,"1,403",PG-13
1079,The Legend of Tarzan,Alexander Skarsgård,Rory J Saper,Christian Stevens,Christoph Waltz,"181,398",Action,Drama,Drama,356700357,"1,643",PG-13
1080,300: Rise of an Empire,Sullivan Stapleton,Eva Green,Lena Headey,Hans Matheson,"307,926",Action,N/A,N/A,337580051,"1,713",R
1081,Hitman,Timothy Olyphant,Dougray Scott,Olga Kurylenko,Robert Knepper,"173,884",Action,Thriller,Thriller,101276318,"1,853",R
1082,Total Recall,Colin Farrell,Bokeem Woodbine,Bryan Cranston,Kate Beckinsale,"259,847",Action,Sci-Fi,Sci-Fi,198467168,"1,963",PG-13
1083,American Assassin,Dylan O'Brien,Michael Keaton,Sanaa Lathan,Taylor Kitsch,"85,742",Action,N/A,N/A,67234188,"1,990",R
1084,Kate,Mary Elizabeth Winstead,Woody Harrelson,Miku Patricia Martineau,Tadanobu Asano,"65,967",Action,Crime,Crime,N/A,"2,002",R
1085,Reign of Fire,Matthew McConaughey,Christian Bale,Izabella Scorupco,Gerard Butler,"140,781",Action,Fantasy,Fantasy,82150183,"2,003",PG-13
1086,Alien: Resurrection,Sigourney Weaver,Winona Ryder,Dominique Pinon,Ron Perlman,"254,277",Action,Sci-Fi,Sci-Fi,161376069,"2,020",R
1087,Dracula Untold,Luke Evans,Dominic Cooper,Sarah Gadon,Art Parkinson,"201,266",Action,Fantasy,Fantasy,217124280,"2,097",PG-13
1088,Dick Tracy,Warren Beatty,Madonna,Al Pacino,Charlie Korsmo,"63,778",Action,Crime,Crime,162738726,"2,218",PG
1089,Transcendence,Johnny Depp,Rebecca Hall,Morgan Freeman,Cillian Murphy,"233,428",Action,Sci-Fi,Sci-Fi,103039258,"2,272",PG-13
1090,The Divergent Series: Insurgent,Shailene Woodley,Ansel Elgort,Theo James,Kate Winslet,"245,361",Action,Sci-Fi,Sci-Fi,297002527,"2,390",PG-13
1091,3 Days to Kill,Kevin Costner,Hailee Steinfeld,Connie Nielsen,Amber Heard,"95,527",Action,Thriller,Thriller,53260230,"2,409",PG-13
1092,The Brothers Grimsby,Sacha Baron Cohen,Mark Strong,Rebel Wilson,Freddie Crowder,"106,633",Action,Comedy,Comedy,27979040,"2,501",R
1093,Small Soldiers,Kirsten Dunst,Gregory Smith,David Cross,Jay Mohr,"102,416",Action,Comedy,Comedy,54682547,"2,580",PG-13
1094,In the Shadow of the Moon,Boyd Holbrook,Cleopatra Coleman,Bokeem Woodbine,Michael C. Hall,"56,472",Action,Mystery,Mystery,N/A,"2,594",TV-MA
1095,Rush Hour 3,Jackie Chan,Chris Tucker,Max von Sydow,Hiroyuki Sanada,"175,120",Action,Crime,Crime,258097122,"2,617",PG-13
1096,The Cannonball Run,Burt Reynolds,Roger Moore,Farrah Fawcett,Dom DeLuise,"38,129",Action,Sport,Sport,72179579,"2,649",PG
1097,Blown Away,Jeff Bridges,Tommy Lee Jones,Suzy Amis,Lloyd Bridges,"32,521",Action,Drama,Drama,30156002,"2,684",R
1098,Maze Runner: The Death Cure,Dylan O'Brien,Ki Hong Lee,Kaya Scodelario,Thomas Brodie-Sangster,"149,638",Action,Sci-Fi,Sci-Fi,288175335,"2,793",PG-13
1099,Time Trap,Reiley McClendon,Cassidy Gifford,Brianne Howey,Olivia Draguicevich,"39,906",Action,Mystery,Mystery,N/A,"2,805",Not Rated
1100,Spenser Confidential,Mark Wahlberg,Winston Duke,Alan Arkin,Iliza Shlesinger,"92,698",Action,Crime,Crime,N/A,"2,849",R
1101,Inferno,Tom Hanks,Felicity Jones,Irrfan Khan,Ben Foster,"182,321",Action,Crime,Crime,220021259,"2,905",PG-13
1102,47 Ronin,Keanu Reeves,Hiroyuki Sanada,Ko Shibasaki,Tadanobu Asano,"165,226",Action,Fantasy,Fantasy,151783839,"2,937",PG-13
1103,Keanu,Keegan-Michael Key,Jordan Peele,Tiffany Haddish,Method Man,"50,417",Action,Crime,Crime,20651333,"2,943",R
1104,Deliver Us from Evil,Eric Bana,Edgar Ramírez,Olivia Munn,Chris Coy,"80,894",Action,Crime,Crime,87937815,"2,944",R
1105,Hard Target,Jean-Claude Van Damme,Lance Henriksen,Yancy Butler,Chuck Pfarrer,"53,720",Action,Thriller,Thriller,74189677,"2,995",R
1106,Shanghai Knights,Jackie Chan,Owen Wilson,Fann Wong,Aaron Taylor-Johnson,"109,408",Action,Comedy,Comedy,88323487,"3,085",PG-13
1107,Parker,Jason Statham,Jennifer Lopez,Michael Chiklis,Nick Nolte,"125,871",Action,Thriller,Thriller,46922566,"3,107",R
1108,The Losers,Idris Elba,Zoe Saldana,Jeffrey Dean Morgan,Chris Evans,"104,621",Action,Comedy,Comedy,29397654,"3,159",PG-13
1109,Zathura: A Space Adventure,Josh Hutcherson,Jonah Bobo,Dax Shepard,Tim Robbins,"109,581",Action,Comedy,Comedy,65079104,"3,177",PG
1110,Moonraker,Roger Moore,Lois Chiles,Michael Lonsdale,Richard Kiel,"104,662",Action,Sci-Fi,Sci-Fi,210308099,"3,272",PG
1111,Cold Pursuit,Liam Neeson,Laura Dern,Micheál Neeson,Michael Eklund,"72,513",Action,Crime,Crime,76419755,"3,300",R
1112,Taken 2,Liam Neeson,Famke Janssen,Maggie Grace,Leland Orser,"313,839",Action,Thriller,Thriller,376152455,"3,321",PG-13
1113,Walking Tall,Dwayne Johnson,Ashley Scott,Johnny Knoxville,Michael Bowen,"82,780",Action,N/A,N/A,57223890,"3,344",PG-13
1114,Copshop,Gerard Butler,Frank Grillo,Alexis Louder,Toby Huss,"34,580",Action,N/A,N/A,6807158,"3,356",R
1115,War,Jet Li,Jason Statham,Nadine Velazquez,John Lone,"94,089",Action,Thriller,Thriller,42653739,"3,464",R
1116,Redemption,Jason Statham,Agata Buzek,Vicky McClure,Benedict Wong,"74,442",Action,Drama,Drama,12671109,"3,474",R
1117,The Silencing,Nikolaj Coster-Waldau,Caleb Ellsworth-Clark,Josh Cruddas,Annabelle Wallis,"28,303",Action,Mystery,Mystery,170653,"3,633",R
1118,Death Race 2000,David Carradine,Sylvester Stallone,Simone Griffeth,Mary Woronov,"29,242",Action,Sci-Fi,Sci-Fi,N/A,"3,790",R
1119,Jack the Giant Slayer,Nicholas Hoult,Stanley Tucci,Ewan McGregor,Bill Nighy,"142,658",Action,Fantasy,Fantasy,197687603,"3,963",PG-13
1120,Stuber,Dave Bautista,Kumail Nanjiani,Mira Sorvino,Natalie Morales,"49,526",Action,Crime,Crime,32390945,"4,037",R
1121,Takers,Chris Brown,Hayden Christensen,Matt Dillon,Michael Ealy,"64,274",Action,Drama,Drama,80205382,"4,141",PG-13
1122,Jack Ryan: Shadow Recruit,Chris Pine,Kevin Costner,Keira Knightley,Kenneth Branagh,"135,036",Action,Thriller,Thriller,135503748,"4,214",PG-13
1123,Tower Heist,Eddie Murphy,Ben Stiller,Casey Affleck,Alan Alda,"147,883",Action,Crime,Crime,152930623,"4,260",PG-13
1124,Captain Underpants: The First Epic Movie,Kevin Hart,Thomas Middleditch,Ed Helms,Nick Kroll,"30,246",Animation,Adventure,Adventure,125427681,"4,304",PG
1125,The Wall,Aaron Taylor-Johnson,John Cena,Laith Nakli,N/A,"28,637",Action,Thriller,Thriller,4477141,"4,350",R
1126,Rogue,Michael Vartan,Radha Mitchell,Sam Worthington,Caroline Brazier,"32,070",Action,Horror,Horror,4631926,"4,379",R
1127,Next,Nicolas Cage,Julianne Moore,Jessica Biel,Thomas Kretschmann,"162,437",Action,Thriller,Thriller,77621983,"4,540",PG-13
1128,Resident Evil: Extinction,Milla Jovovich,Ali Larter,Oded Fehr,Iain Glen,"200,276",Action,Sci-Fi,Sci-Fi,147717833,"4,681",R
1129,Johnny English,Rowan Atkinson,John Malkovich,Natalie Imbruglia,Tasha de Vasconcelos,"166,737",Action,Comedy,Comedy,160466000,"4,741",PG
1130,Kung Pow: Enter the Fist,Steve Oedekerk,Fei Lung,Leo Lee,Ling-Ling Hsieh,"47,395",Action,N/A,N/A,16994625,"4,806",PG-13
1131,Feast,Navi Rawat,Krista Allen,Balthazar Getty,Judah Friedlander,"32,869",Action,Horror,Horror,719135,N/A,R
1132,The Toxic Avenger,Andree Maranda,Mitch Cohen,Jennifer Babtist,Cindy Manion,"30,069",Action,Horror,Horror,N/A,N/A,R
1133,The Outsider,Jared Leto,Tadanobu Asano,Kippei Shîna,Shioli Kutsuna,"27,541",Action,Drama,Drama,1869,N/A,TV-MA
1134,Outlander,Jim Caviezel,Sophia Myles,Ron Perlman,Jack Huston,"77,011",Action,Sci-Fi,Sci-Fi,7034698,N/A,R
1135,The Devil's Own,Harrison Ford,Brad Pitt,Margaret Colin,Rubén Blades,"68,357",Action,Drama,Drama,140807547,N/A,R
1136,The Saint,Val Kilmer,Elisabeth Shue,Rade Serbedzija,Valeriy Nikolaev,"70,537",Action,Romance,Romance,118063304,N/A,PG-13
1137,Lionheart,Jean-Claude Van Damme,Harrison Page,Deborah Rennard,Lisa Pelikan,"37,930",Action,Drama,Drama,24271196,N/A,R
1138,Eraser,Arnold Schwarzenegger,Vanessa Williams,James Caan,James Coburn,"114,919",Action,Thriller,Thriller,242295562,N/A,R
1139,TMNT,Patrick Stewart,Mako,Chris Evans,Sarah Michelle Gellar,"66,299",Animation,Adventure,Adventure,95802916,N/A,PG
1140,The Eagle,Channing Tatum,Jamie Bell,Donald Sutherland,István Göz,"72,031",Action,Drama,Drama,37989684,N/A,PG-13
1141,Johnny English Strikes Again,Rowan Atkinson,Ben Miller,Olga Kurylenko,Emma Thompson,"77,746",Action,Comedy,Comedy,158972499,N/A,PG
1142,Astro Boy,Freddie Highmore,Nicolas Cage,Kristen Bell,Charlize Theron,"38,269",Animation,Adventure,Adventure,39886986,N/A,PG
1143,Destroyer,Nicole Kidman,Toby Kebbell,Tatiana Maslany,Sebastian Stan,"30,726",Action,Drama,Drama,5580940,N/A,R
1144,Rising Sun,Sean Connery,Wesley Snipes,Harvey Keitel,Cary-Hiroyuki Tagawa,"47,212",Action,Drama,Drama,107198790,N/A,R
1145,After the Sunset,Pierce Brosnan,Salma Hayek,Woody Harrelson,Don Cheadle,"48,768",Action,Crime,Crime,62657868,N/A,PG-13
1146,Loaded Weapon 1,Emilio Estevez,Samuel L. Jackson,Jon Lovitz,Tim Curry,"49,785",Action,Crime,Crime,27979399,N/A,PG-13
1147,The November Man,Pierce Brosnan,Luke Bracey,Olga Kurylenko,Bill Smitrovich,"69,216",Action,N/A,N/A,39661919,N/A,R
1148,Pokémon: The First Movie - Mewtwo Strikes Back,Veronica Taylor,Rachael Lillis,Eric Stuart,Rica Matsumoto,"44,416",Animation,Adventure,Adventure,163644662,N/A,G
1149,The Boondock Saints II: All Saints Day,Sean Patrick Flanery,Norman Reedus,Billy Connolly,Clifton Collins Jr.,"65,720",Action,N/A,N/A,10629321,N/A,R
1150,Last Knights,Clive Owen,Morgan Freeman,Aksel Hennie,Payman Maadi,"44,298",Action,History,History,1797955,N/A,R
1151,Money Talks,Charlie Sheen,Chris Tucker,Heather Locklear,Elise Neal,"30,412",Action,Crime,Crime,48407611,N/A,R
1152,A Lonely Place to Die,Alec Newman,Ed Speleers,Melissa George,Kate Magowan,"30,036",Action,Crime,Crime,442550,N/A,R
1153,Mr,Jackie Chan,Richard Norton,Miki Lee,Karen McLymont,"27,985",Action,Comedy,Comedy,18814720,N/A,PG-13
1154,The Warrior's Way,Jang Dong-Gun,Kate Bosworth,Geoffrey Rush,Danny Huston,"26,794",Action,Fantasy,Fantasy,11103434,N/A,R
1155,Ong Bak 2,Tony Jaa,Sarunyu Wongkrachang,Sorapong Chatree,Primrata Dej-Udom,"31,321",Action,N/A,N/A,8936663,N/A,R
1156,The Legend of Tomiris,Ghassan Massoud,Aizhan Lighg,Eduardo Minett,Yerden Telemissov,"42,627",Action,History,History,37595,N/A,TV-14
1157,Dabangg,Salman Khan,Sonakshi Sinha,Sonu Sood,Arbaaz Khan,"33,397",Action,Crime,Crime,2942554,N/A,Not Rated
1158,Ant-Man and the Wasp: Quantumania,Paul Rudd,Evangeline Lilly,Michael Douglas,Michelle Pfeiffer,"164,597",Action,Comedy,Comedy,476038222,8,PG-13
1159,San Andreas,Dwayne Johnson,Carla Gugino,Alexandra Daddario,Colton Haynes,"246,126",Action,Thriller,Thriller,474009154,700,PG-13
1160,The Lost City,Sandra Bullock,Channing Tatum,Daniel Radcliffe,Da'Vine Joy Randolph,"134,430",Action,Comedy,Comedy,192907684,759,PG-13
1161,Mission: Impossible II,Tom Cruise,Dougray Scott,Thandiwe Newton,Ving Rhames,"352,943",Action,Thriller,Thriller,546388108,854,PG-13
1162,Snow White and the Huntsman,Kristen Stewart,Chris Hemsworth,Charlize Theron,Sam Claflin,"295,132",Action,Drama,Drama,396592829,908,PG-13
1163,Justice League,Ben Affleck,Gal Gadot,Jason Momoa,Ezra Miller,"463,199",Action,Fantasy,Fantasy,657926987,966,PG-13
1164,Jack Reacher: Never Go Back,Tom Cruise,Cobie Smulders,Aldis Hodge,Robert Knepper,"165,315",Action,Drama,Drama,162146076,975,PG-13
1165,Ambulance,Jake Gyllenhaal,Yahya Abdul-Mateen II,Eiza González,Garret Dillahunt,"83,046",Action,Drama,Drama,52300984,978,R
1166,6 Underground,Ryan Reynolds,Mélanie Laurent,Manuel Garcia-Rulfo,Ben Hardy,"185,548",Action,N/A,N/A,N/A,"1,034",R
1167,Lou,Allison Janney,Jurnee Smollett,Logan Marshall-Green,Ridley Asha Bateman,"29,735",Action,Drama,Drama,43697,"1,223",R
1168,Day Shift,Jamie Foxx,Dave Franco,Natasha Liu Bordizzo,Meagan Good,"83,240",Action,Fantasy,Fantasy,N/A,"1,384",R
1169,Jurassic World: Fallen Kingdom,Chris Pratt,Bryce Dallas Howard,Rafe Spall,Justice Smith,"327,444",Action,Sci-Fi,Sci-Fi,1310466296,"1,568",PG-13
1170,Mortal Engines,Hera Hilmar,Robert Sheehan,Hugo Weaving,Jihae,"130,957",Action,Fantasy,Fantasy,83869818,"1,610",PG-13
1171,The Sentinel,Michael Douglas,Kiefer Sutherland,Kim Basinger,Eva Longoria,"50,896",Action,Thriller,Thriller,78810595,"1,645",PG-13
1172,Hitman's Wife's Bodyguard,Ryan Reynolds,Samuel L. Jackson,Salma Hayek,Antonio Banderas,"99,676",Action,Crime,Crime,70094113,"1,714",R
1173,Blood Red Sky,Peri Baumeister,Carl Anton Koch,Alexander Scheer,Kais Setti,"51,571",Action,Drama,Drama,401834,"1,836",TV-MA
1174,Lifeforce,Steve Railsback,Mathilda May,Peter Firth,Frank Finlay,"27,444",Action,Mystery,Mystery,11603545,"1,859",R
1175,I Am Number Four,Alex Pettyfer,Timothy Olyphant,Dianna Agron,Teresa Palmer,"241,878",Action,Sci-Fi,Sci-Fi,149878437,"1,914",PG-13
1176,Lightyear,Chris Evans,Keke Palmer,Peter Sohn,Taika Waititi,"114,037",Animation,Adventure,Adventure,226425420,"1,933",PG
1177,Superman Returns,Brandon Routh,Kevin Spacey,Kate Bosworth,James Marsden,"287,251",Action,Sci-Fi,Sci-Fi,391081192,"1,945",PG-13
1178,RoboCop,Joel Kinnaman,Gary Oldman,Michael Keaton,Abbie Cornish,"233,579",Action,Sci-Fi,Sci-Fi,242688965,"1,976",PG-13
1179,Rampage,Dwayne Johnson,Naomie Harris,Malin Akerman,Jeffrey Dean Morgan,"175,666",Action,Sci-Fi,Sci-Fi,428028233,"2,075",PG-13
1180,Code 8,Kari Matchett,Robbie Amell,Penny Eizenga,Lawrence Bayne,"42,026",Action,Drama,Drama,157209,"2,255",Not Rated
1181,The Expendables 3,Sylvester Stallone,Jason Statham,Jet Li,Antonio Banderas,"187,805",Action,Thriller,Thriller,214657577,"2,300",PG-13
1182,Crawl,Kaya Scodelario,Barry Pepper,Morfydd Clark,Ross Anderson,"88,459",Action,Horror,Horror,91542097,"2,378",R
1183,Die Another Day,Pierce Brosnan,Halle Berry,Rosamund Pike,Toby Stephens,"223,578",Action,Thriller,Thriller,431971116,"2,430",PG-13
1184,Rambo: Last Blood,Sylvester Stallone,Paz Vega,Sergio Peris-Mencheta,Adriana Barraza,"103,308",Action,Thriller,Thriller,91490353,"2,564",R
1185,Push,Camilla Belle,Dakota Fanning,Chris Evans,Colin Ford,"113,613",Action,Thriller,Thriller,48858618,"2,590",PG-13
1186,Mile 22,Mark Wahlberg,Lauren Cohan,Iko Uwais,John Malkovich,"83,280",Action,N/A,N/A,66308758,"2,685",R
1187,Jumper,Hayden Christensen,Samuel L. Jackson,Jamie Bell,Rachel Bilson,"313,796",Action,Sci-Fi,Sci-Fi,225132113,"2,722",PG-13
1188,Days of Thunder,Tom Cruise,Nicole Kidman,Robert Duvall,Randy Quaid,"92,386",Action,Sport,Sport,157920733,"2,737",PG-13
1189,The Sorcerer's Apprentice,Nicolas Cage,Jay Baruchel,Alfred Molina,Teresa Palmer,"165,906",Action,Family,Family,215283742,"2,989",PG
1190,Dora and the Lost City of Gold,Isabela Merced,Eugenio Derbez,Michael Peña,Eva Longoria,"32,315",Action,Comedy,Comedy,120597108,"3,026",PG
1191,The Huntsman: Winter's War,Chris Hemsworth,Jessica Chastain,Charlize Theron,Emily Blunt,"114,214",Action,Drama,Drama,164989338,"3,101",PG-13
1192,Resident Evil: Apocalypse,Milla Jovovich,Sienna Guillory,Eric Mabius,Oded Fehr,"204,516",Action,Sci-Fi,Sci-Fi,129342769,"3,148",R
1193,The Protégé,Michael Keaton,Maggie Q,Samuel L. Jackson,David Rintoul,"34,926",Action,N/A,N/A,8737253,"3,324",R
1194,Mystery Men,Ben Stiller,Janeane Garofalo,William H. Macy,Hank Azaria,"68,816",Action,Fantasy,Fantasy,33461011,"3,392",PG-13
1195,The Postman,Kevin Costner,Will Patton,Larenz Tate,Olivia Williams,"75,970",Action,Drama,Drama,17626234,"3,414",R
1196,Blitz,Jason Statham,Paddy Considine,Aidan Gillen,Zawe Ashton,"88,932",Action,Thriller,Thriller,11895069,"3,419",R
1197,The Girl in the Spider's Web,Claire Foy,Beau Gadsdon,Sverrir Gudnason,LaKeith Stanfield,"49,494",Action,Drama,Drama,35164920,"3,425",R
1198,Krull,Ken Marshall,Lysette Anthony,Freddie Jones,Francesca Annis,"34,855",Action,Fantasy,Fantasy,16916617,"3,686",PG
1199,Deep Rising,Treat Williams,Famke Janssen,Anthony Heald,Kevin J. O'Connor,"38,892",Action,Horror,Horror,11203026,"3,739",R
1200,Universal Soldier,Jean-Claude Van Damme,Dolph Lundgren,Ally Walker,Ed O'Ross,"92,922",Action,N/A,N/A,36299898,"3,865",R
1201,Crank: High Voltage,Jason Statham,Amy Smart,Clifton Collins Jr.,Dwight Yoakam,"154,141",Action,Thriller,Thriller,34572541,"3,880",R
1202,Hansel & Gretel: Witch Hunters,Jeremy Renner,Gemma Arterton,Peter Stormare,Famke Janssen,"211,293",Action,Horror,Horror,226349749,"3,935",R
1203,Vampires,James Woods,Daniel Baldwin,Sheryl Lee,Thomas Ian Griffith,"61,434",Action,Thriller,Thriller,20308772,"3,977",R
1204,Never Say Never Again,Sean Connery,Kim Basinger,Klaus Maria Brandauer,Max von Sydow,"70,261",Action,Thriller,Thriller,55432841,"4,104",PG
1205,The Karate Kid Part II,Pat Morita,Ralph Macchio,Pat E. Johnson,Bruce Malmuth,"94,168",Action,Sport,Sport,115103979,"4,322",PG
1206,Hit and Run,Dax Shepard,Kristen Bell,Bradley Cooper,Kristin Chenoweth,"36,850",Action,Comedy,Comedy,16816647,"4,442",R
1207,Broken Arrow,John Travolta,Christian Slater,Samantha Mathis,Delroy Lindo,"102,026",Action,Thriller,Thriller,150270147,"4,496",R
1208,The Promise,Oscar Isaac,Charlotte Le Bon,Christian Bale,Daniel Giménez Cacho,"177,233",Action,Drama,Drama,12448676,"4,896",PG-13
1209,The Collection,Josh Stewart,Emma Fitzpatrick,Christopher McDonald,Randall Archer,"51,865",Action,Horror,Horror,9929706,N/A,R
1210,Windtalkers,Nicolas Cage,Adam Beach,Peter Stormare,Noah Emmerich,"71,284",Action,War,War,77628265,N/A,R
