,Movie_Name,Star1,Star2,Star3,Star4,Votes,Genre1,Genre2,Genre3,Gross_Collection,Popularity,Certification
859,Mr,Brad Pitt,Angelina Jolie,Adam Brody,Vince Vaughn,"512,243",Action,Crime,Crime,487287646,"1,995",PG-13
860,The Chronicles of Narnia: Prince Caspian,Ben Barnes,Skandar Keynes,Georgie Henley,William Moseley,"217,133",Action,Family,Family,419665568,"2,015",PG
861,Cliffhanger,Sylvester Stallone,John Lithgow,Michael Rooker,Janine Turner,"134,544",Action,Thriller,Thriller,255000211,"2,019",R
862,Beverly Hills Cop II,Eddie Murphy,Judge Reinhold,Jürgen Prochnow,Ronny Cox,"124,518",Action,Crime,Crime,299965036,"2,132",R
863,The Spiderwick Chronicles,Freddie Highmore,Sarah Bolger,David Strathairn,Mary-Louise Parker,"99,183",Action,Drama,Drama,164170327,"2,140",PG
864,Sin City: A Dame to Kill For,Mickey Rourke,Jessica Alba,Josh Brolin,Joseph Gordon-Levitt,"165,973",Action,Thriller,Thriller,39407616,"2,229",R
865,Tomorrow Never Dies,Pierce Brosnan,Jonathan Pryce,Michelle Yeoh,Teri Hatcher,"199,312",Action,Thriller,Thriller,333011068,"2,239",PG-13
866,Kick-Ass 2,Aaron Taylor-Johnson,Chloë Grace Moretz,Christopher Mintz-Plasse,Jim Carrey,"279,862",Action,Crime,Crime,60795985,"2,324",R
867,Terminator Salvation,Christian Bale,Sam Worthington,Anton Yelchin,Moon Bloodgood,"369,025",Action,Sci-Fi,Sci-Fi,371353001,"2,414",PG-13
868,Rambo: First Blood Part II,Sylvester Stallone,Richard Crenna,Charles Napier,Steven Berkoff,"175,310",Action,Thriller,Thriller,300400432,"2,433",R
869,The Forbidden Kingdom,Jackie Chan,Jet Li,Michael Angarano,Juana Collignon,"107,578",Action,Fantasy,Fantasy,128792411,"2,559",PG-13
870,Air Force One,Harrison Ford,Gary Oldman,Glenn Close,Wendy Crewson,"202,627",Action,Thriller,Thriller,315156409,"2,729",R
871,The Man in the Iron Mask,Leonardo DiCaprio,Jeremy Irons,John Malkovich,Gérard Depardieu,"172,591",Action,Drama,Drama,182968902,"2,767",PG-13
872,A Walk Among the Tombstones,Liam Neeson,Dan Stevens,David Harbour,Boyd Holbrook,"124,403",Action,Drama,Drama,58834384,"2,787",R
873,The Interview,James Franco,Seth Rogen,Randall Park,Lizzy Caplan,"341,477",Action,Comedy,Comedy,11782625,"2,909",R
874,The Perfect Storm,George Clooney,Mark Wahlberg,John C. Reilly,Diane Lane,"172,491",Action,Drama,Drama,328718434,"3,022",PG-13
875,Under Siege,Steven Seagal,Gary Busey,Tommy Lee Jones,Erika Eleniak,"91,234",Action,N/A,N/A,156563139,"3,098",R
876,Never Back Down,Sean Faris,Djimon Hounsou,Amber Heard,Cam Gigandet,"103,901",Action,Sport,Sport,41627431,"3,128",PG-13
877,Space Cowboys,Clint Eastwood,Tommy Lee Jones,Donald Sutherland,James Garner,"83,737",Action,Thriller,Thriller,128884132,"3,136",PG-13
878,Nerve,Emma Roberts,Dave Franco,Emily Meade,Miles Heizer,"135,406",Action,Crime,Crime,85251425,"3,224",PG-13
879,The Rocketeer,Billy Campbell,Jennifer Connelly,Alan Arkin,Timothy Dalton,"59,741",Action,Family,Family,46704056,"3,326",PG
880,Peppermint,Jennifer Garner,John Gallagher Jr.,John Ortiz,Juan Pablo Raba,"67,435",Action,N/A,N/A,53918723,"3,440",R
881,Octopussy,Roger Moore,Maud Adams,Louis Jourdan,Kristina Wayborn,"109,256",Action,Thriller,Thriller,67917094,"3,518",PG
882,Diamonds Are Forever,Sean Connery,Jill St. John,Charles Gray,Lana Wood,"110,073",Action,Thriller,Thriller,43829933,"3,627",PG
883,Get Smart,Steve Carell,Anne Hathaway,Alan Arkin,Dwayne Johnson,"222,656",Action,Comedy,Comedy,230685453,"3,843",PG-13
884,Safe,Jason Statham,Catherine Chan,Chris Sarandon,Robert John Burke,"113,515",Action,Thriller,Thriller,41564670,"3,876",R
885,U.S,Tommy Lee Jones,Wesley Snipes,Robert Downey Jr.,Joe Pantoliano,"109,443",Action,Thriller,Thriller,102367405,"4,478",PG-13
886,National Treasure: Book of Secrets,Nicolas Cage,Diane Kruger,Justin Bartha,Jon Voight,"245,311",Action,Mystery,Mystery,459242249,"4,545",PG
887,Underworld: Rise of the Lycans,Rhona Mitra,Michael Sheen,Bill Nighy,Steven Mackintosh,"163,857",Action,Thriller,Thriller,92158961,N/A,R
888,Batman: The Movie,Adam West,Burt Ward,Lee Meriwether,Cesar Romero,"34,525",Action,Comedy,Comedy,N/A,N/A,PG
889,Executive Decision,Kurt Russell,Halle Berry,John Leguizamo,Oliver Platt,"59,624",Action,Thriller,Thriller,121969216,N/A,R
890,Young Guns II,Emilio Estevez,Kiefer Sutherland,Lou Diamond Phillips,Christian Slater,"37,641",Action,Western,Western,44143410,N/A,PG-13
891,Self/less,Ryan Reynolds,Natalie Martinez,Matthew Goode,Ben Kingsley,"101,552",Action,Sci-Fi,Sci-Fi,31807156,N/A,PG-13
892,The International,Clive Owen,Naomi Watts,Armin Mueller-Stahl,Ulrich Thomsen,"97,431",Action,Drama,Drama,60253843,N/A,R
893,Cellular,Kim Basinger,Chris Evans,Jason Statham,William H. Macy,"103,129",Action,Thriller,Thriller,57678321,N/A,PG-13
894,Premium Rush,Joseph Gordon-Levitt,Michael Shannon,Dania Ramirez,Sean Kennedy,"116,264",Action,Thriller,Thriller,31083599,N/A,PG-13
895,The Grandmaster,Tony Leung Chiu-wai,Ziyi Zhang,Jin Zhang,Chang Chen,"35,541",Action,Drama,Drama,73933046,N/A,PG-13
896,Space Sweepers,Song Joong-ki,Kim Tae-ri,Jin Seon-kyu,Hae-Jin Yoo,"27,127",Action,Drama,Drama,24571,N/A,TV-MA
897,Hostage,Bruce Willis,Kevin Pollak,Serena Scott Thomas,Jimmy Bennett,"112,173",Action,Drama,Drama,77663556,N/A,R
898,Flyboys,James Franco,Jean Reno,Jennifer Decker,Scott Hazell,"43,568",Action,History,History,17858059,N/A,PG-13
899,Heist,Gene Hackman,Rebecca Pidgeon,Danny DeVito,Delroy Lindo,"38,119",Action,Drama,Drama,28510652,N/A,R
900,The Four Feathers,Heath Ledger,Wes Bentley,Kate Hudson,Mohamed Bouich,"34,846",Action,Drama,Drama,29882645,N/A,PG-13
901,Ladder 49,Joaquin Phoenix,John Travolta,Jacinda Barrett,Robert Patrick,"58,607",Action,Thriller,Thriller,100572044,N/A,PG-13
902,War,Hrithik Roshan,Tiger Shroff,Vaani Kapoor,Ashutosh Rana,"29,458",Action,Thriller,Thriller,67179155,N/A,Not Rated
903,Spartan,Val Kilmer,Derek Luke,William H. Macy,Tia Texada,"32,511",Action,Drama,Drama,8112712,N/A,R
904,District 13: Ultimatum,Cyril Raffaelli,David Belle,Philippe Torreton,Daniel Duval,"45,483",Action,Thriller,Thriller,14103752,N/A,R
905,Dhoom 2,Hrithik Roshan,Abhishek Bachchan,Aishwarya Rai Bachchan,Uday Chopra,"28,264",Action,Thriller,Thriller,32396427,N/A,Not Rated
906,Taxi 2,Samy Naceri,Frédéric Diefenthal,Emma Wiklund,Marion Cotillard,"57,371",Action,Crime,Crime,60726164,N/A,Not Rated
907,Conquest 1453,Devrim Evin,Ibrahim Celikkol,Dilek Serbest,Cengiz Coskun,"58,604",Action,History,History,35797045,N/A,Not Rated
908,Valerian and the City of a Thousand Planets,Dane DeHaan,Cara Delevingne,Clive Owen,Rihanna,"188,665",Action,Fantasy,Fantasy,225973340,289,PG-13
909,Twister,Helen Hunt,Bill Paxton,Cary Elwes,Jami Gertz,"203,036",Action,Thriller,Thriller,494580615,476,PG-13
910,Escape Room,Taylor Russell,Logan Miller,Jay Ellis,Tyler Labine,"131,276",Action,Horror,Horror,155712077,612,PG-13
911,The Punisher,Thomas Jane,John Travolta,Samantha Mathis,Laura Harring,"164,836",Action,Drama,Drama,54700105,855,R
912,Lucy,Scarlett Johansson,Morgan Freeman,Choi Min-sik,Amr Waked,"512,141",Action,Thriller,Thriller,469058574,857,R
913,Last Action Hero,Arnold Schwarzenegger,F. Murray Abraham,Art Carney,Charles Dance,"157,252",Action,Comedy,Comedy,137298489,882,PG-13
914,The Day After Tomorrow,Dennis Quaid,Jake Gyllenhaal,Emmy Rossum,Dash Mihok,"460,105",Action,Sci-Fi,Sci-Fi,552639571,890,PG-13
915,Batman v Superman: Dawn of Justice,Ben Affleck,Henry Cavill,Amy Adams,Jesse Eisenberg,"712,372",Action,Sci-Fi,Sci-Fi,873637528,"1,007",PG-13
916,Triple Frontier,Ben Affleck,Oscar Isaac,Charlie Hunnam,Garrett Hedlund,"136,126",Action,N/A,N/A,N/A,"1,346",R
917,Greenland,Gerard Butler,Morena Baccarin,Roger Dale Floyd,Scott Glenn,"123,796",Action,N/A,N/A,52300000,"1,389",PG-13
918,Godzilla,Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston,Ken Watanabe,"423,064",Action,Sci-Fi,Sci-Fi,524976069,"1,407",PG-13
919,Tomorrowland,George Clooney,Britt Robertson,Hugh Laurie,Raffey Cassidy,"186,380",Action,Family,Family,209035668,"1,427",PG
920,Riddick,Vin Diesel,Karl Urban,Katee Sackhoff,Jordi Mollà,"172,844",Action,Sci-Fi,Sci-Fi,98337295,"1,445",R
921,Death Race,Jason Statham,Joan Allen,Tyrese Gibson,Ian McShane,"213,681",Action,Thriller,Thriller,76014335,"1,474",R
922,The Mummy Returns,Brendan Fraser,Rachel Weisz,John Hannah,Arnold Vosloo,"335,075",Action,Fantasy,Fantasy,443280904,"1,634",PG-13
923,The Sum of All Fears,Ben Affleck,Morgan Freeman,Ian Mongrain,Russell Bobbitt,"120,323",Action,Thriller,Thriller,193921372,"1,656",PG-13
924,Angel Has Fallen,Gerard Butler,Frederick Schmidt,Danny Huston,Rocci Boy Williams,"103,192",Action,N/A,N/A,146661977,"1,674",R
925,Army of Thieves,Matthias Schweighöfer,Nathalie Emmanuel,Ruby O. Fee,Stuart Martin,"82,242",Action,Crime,Crime,N/A,"1,695",TV-MA
926,Revenge,Matilda Anna Ingrid Lutz,Kevin Janssens,Vincent Colombe,Guillaume Bouchède,"45,709",Action,Horror,Horror,938055,"1,763",R
927,Alien³,Sigourney Weaver,Charles S. Dutton,Charles Dance,Paul McGann,"307,775",Action,Sci-Fi,Sci-Fi,159814498,"1,799",R
928,The Expendables,Sylvester Stallone,Jason Statham,Jet Li,Dolph Lundgren,"353,171",Action,Thriller,Thriller,274470394,"1,840",R
929,Predators,Adrien Brody,Laurence Fishburne,Topher Grace,Alice Braga,"236,996",Action,Fantasy,Fantasy,127233108,"1,868",R
930,Need for Speed,Aaron Paul,Dominic Cooper,Imogen Poots,Kid Cudi,"174,342",Action,Thriller,Thriller,203277636,"1,958",PG-13
931,Hancock,Will Smith,Charlize Theron,Jason Bateman,Jae Head,"495,206",Action,Drama,Drama,629443428,"1,989",PG-13
932,The Three Musketeers,Charlie Sheen,Kiefer Sutherland,Chris O'Donnell,Oliver Platt,"56,968",Action,Romance,Romance,53898845,"2,321",PG
933,Now You See Me 2,Jesse Eisenberg,Mark Ruffalo,Woody Harrelson,Dave Franco,"303,350",Action,Comedy,Comedy,334897606,"2,536",PG-13
934,The World Is Not Enough,Pierce Brosnan,Sophie Marceau,Robert Carlyle,Denise Richards,"204,933",Action,Thriller,Thriller,361832400,"2,716",PG-13
935,Colombiana,Zoe Saldana,Michael Vartan,Callum Blue,Jordi Mollà,"104,114",Action,Thriller,Thriller,71508440,"2,747",PG-13
936,Salt,Angelina Jolie,Liev Schreiber,Chiwetel Ejiofor,Daniel Olbrychski,"321,562",Action,N/A,N/A,293503354,"2,907",PG-13
937,Savages,Aaron Taylor-Johnson,Taylor Kitsch,Blake Lively,Benicio Del Toro,"132,311",Action,Drama,Drama,82966152,"2,915",R
938,Pain & Gain,Mark Wahlberg,Dwayne Johnson,Anthony Mackie,Tony Shalhoub,"222,594",Action,Crime,Crime,87305549,"3,006",R
939,Faster,Dwayne Johnson,Billy Bob Thornton,Maggie Grace,Mauricio Lopez,"109,882",Action,Drama,Drama,35626958,"3,049",R
940,The Vault,Freddie Highmore,Astrid Bergès-Frisbey,Sam Riley,Liam Cunningham,"28,061",Action,Thriller,Thriller,8803864,"3,115",R
941,Rat Race,Breckin Meyer,Amy Smart,Whoopi Goldberg,Vince Vieluf,"119,457",Action,Comedy,Comedy,85498534,"3,251",PG-13
942,Monsters vs,Reese Witherspoon,Rainn Wilson,Stephen Colbert,Seth Rogen,"169,047",Animation,Adventure,Adventure,381509870,"3,280",PG
943,Tango & Cash,Sylvester Stallone,Kurt Russell,Teri Hatcher,Jack Palance,"109,574",Action,Crime,Crime,63408614,"3,525",R
944,Star Trek: Nemesis,Patrick Stewart,Jonathan Frakes,Brent Spiner,LeVar Burton,"81,696",Action,Sci-Fi,Sci-Fi,67336470,"3,675",PG-13
945,The Lone Ranger,Johnny Depp,Armie Hammer,William Fichtner,Tom Wilkinson,"239,283",Action,Western,Western,260502115,"3,744",PG-13
946,Here Comes the Boom,Kevin James,Salma Hayek,Henry Winkler,Greg Germann,"93,466",Action,Sport,Sport,73100172,"4,003",PG
947,The Taking of Pelham 123,Denzel Washington,John Travolta,Luis Guzmán,Victor Gojcaj,"202,304",Action,Thriller,Thriller,150166126,"4,015",R
948,Kickboxer,Jean-Claude Van Damme,Dennis Alexio,Dennis Chan,Michel Qissi,"57,999",Action,Thriller,Thriller,14697005,"4,076",R
949,The Purge: Anarchy,Frank Grillo,Carmen Ejogo,Zach Gilford,Kiele Sanchez,"156,739",Action,Sci-Fi,Sci-Fi,111928365,"4,158",R
950,Star Trek: Insurrection,Patrick Stewart,Jonathan Frakes,Brent Spiner,LeVar Burton,"77,382",Action,Sci-Fi,Sci-Fi,112587658,"4,173",PG
951,The Jackal,Bruce Willis,Richard Gere,Sidney Poitier,Diane Venora,"120,594",Action,Drama,Drama,159330280,"4,237",R
952,Chaos,Jason Statham,Ryan Phillippe,Wesley Snipes,Henry Czerny,"56,189",Action,Drama,Drama,7000248,"4,267",R
953,The Angry Birds Movie 2,Jason Sudeikis,Josh Gad,Leslie Jones,Bill Hader,"32,109",Animation,Adventure,Adventure,147792047,"4,275",PG
954,DragonHeart,Dennis Quaid,Sean Connery,Dina Meyer,Pete Postlethwaite,"99,603",Action,Fantasy,Fantasy,115267375,"4,385",PG-13
955,Behind Enemy Lines,Gene Hackman,Owen Wilson,Gabriel Macht,Charles Malik Whitfield,"108,928",Action,Thriller,Thriller,91753202,"4,575",PG-13
956,Killer Elite,Jason Statham,Clive Owen,Robert De Niro,Dominic Purcell,"132,946",Action,Thriller,Thriller,57084522,"4,592",R
957,Live by Night,Ben Affleck,Elle Fanning,Brendan Gleeson,Chris Messina,"58,570",Action,Drama,Drama,22678555,"4,614",R
958,Darkman,Liam Neeson,Frances McDormand,Colin Friels,Larry Drake,"67,165",Action,Thriller,Thriller,48878502,N/A,R
959,Kill List,Neil Maskell,MyAnna Buring,Harry Simpson,Michael Smiley,"42,805",Action,Horror,Horror,450275,N/A,Not Rated
960,Act of Valor,Alex Veadov,Roselyn Sanchez,Nestor Serrano,Rorke Denver,"70,367",Action,Thriller,Thriller,82499399,N/A,R
961,The Siege,Denzel Washington,Bruce Willis,Annette Bening,Tony Shalhoub,"75,373",Action,N/A,N/A,116672912,N/A,R
962,Let's Be Cops,Jake Johnson,Damon Wayans Jr.,Rob Riggle,Nina Dobrev,"137,148",Action,Crime,Crime,138224951,N/A,R
963,Daybreakers,Ethan Hawke,Willem Dafoe,Sam Neill,Harriet Minto-Day,"131,679",Action,Sci-Fi,Sci-Fi,51417188,N/A,R
964,The Omega Man,Charlton Heston,Anthony Zerbe,Rosalind Cash,Paul Koslo,"32,795",Action,Sci-Fi,Sci-Fi,N/A,N/A,PG
965,Shaft,Samuel L. Jackson,Jessie T. Usher,Richard Roundtree,Regina Hall,"56,045",Action,Crime,Crime,21360215,N/A,R
966,Snitch,Dwayne Johnson,Susan Sarandon,Jon Bernthal,Rafi Gavron,"90,397",Action,Thriller,Thriller,57824674,N/A,PG-13
967,Contraband,Mark Wahlberg,Giovanni Ribisi,Kate Beckinsale,Robert Wahlberg,"124,652",Action,Drama,Drama,96262212,N/A,R
968,The Prophecy,Christopher Walken,Elias Koteas,Virginia Madsen,Eric Stoltz,"32,176",Action,Drama,Drama,16115878,N/A,R
969,The Rover,Guy Pearce,Robert Pattinson,Scoot McNairy,David Field,"49,791",Action,Drama,Drama,2510007,N/A,R
970,Blood Father,Mel Gibson,Erin Moriarty,Diego Luna,Michael Parks,"65,983",Action,Drama,Drama,6903033,N/A,R
971,Just Cause,Sean Connery,Laurence Fishburne,Kate Capshaw,Blair Underwood,"28,261",Action,Drama,Drama,36853222,N/A,R
972,Black Death,Eddie Redmayne,Sean Bean,Carice van Houten,Kimberley Nixon,"49,684",Action,History,History,382879,N/A,R
973,Batman: The Killing Joke,Kevin Conroy,Mark Hamill,Tara Strong,Ray Wise,"59,221",Animation,Crime,Crime,4462034,N/A,R
974,Dead Man Down,Colin Farrell,Noomi Rapace,Dominic Cooper,Terrence Howard,"69,107",Action,Drama,Drama,18074539,N/A,R
975,Lock Up,Sylvester Stallone,Donald Sutherland,John Amos,Sonny Landham,"44,709",Action,Drama,Drama,22099847,N/A,R
976,Last Man Standing,Bruce Willis,Bruce Dern,William Sanderson,Christopher Walken,"59,529",Action,Drama,Drama,47267001,N/A,R
977,Black and Blue,Naomie Harris,Tyrese Gibson,Frank Grillo,Mike Colter,"25,224",Action,N/A,N/A,22741061,N/A,R
978,Basic,John Travolta,Samuel L. Jackson,Connie Nielsen,Tim Daly,"64,514",Action,Drama,Drama,42792561,N/A,R
979,Son of a Gun,Ewan McGregor,Brenton Thwaites,Alicia Vikander,Brendan Kerkvliet,"28,852",Action,Drama,Drama,660241,N/A,R
980,Final Fantasy: The Spirits Within,Alec Baldwin,Steve Buscemi,Ming-Na Wen,Ving Rhames,"83,030",Animation,Adventure,Adventure,85131830,N/A,PG-13
981,From Paris with Love,John Travolta,Jonathan Rhys Meyers,Kasia Smutniak,Richard Durden,"119,377",Action,Thriller,Thriller,52844496,N/A,R
982,Blood Work,Clint Eastwood,Jeff Daniels,Anjelica Huston,Wanda De Jesus,"46,359",Action,Drama,Drama,31794718,N/A,R
983,How I Live Now,Saoirse Ronan,Tom Holland,George MacKay,Harley Bird,"31,220",Action,Drama,Drama,925762,N/A,R
984,Ned Kelly,Heath Ledger,Orlando Bloom,Geoffrey Rush,Naomi Watts,"27,572",Action,Biography,Biography,6585516,N/A,R
985,Night Watch,Konstantin Khabenskiy,Vladimir Menshov,Mariya Poroshina,Valeriy Zolotukhin,"54,678",Action,Horror,Horror,50336279,N/A,R
986,Resident Evil: Degeneration,Paul Mercier,Alyson Court,Laura Bailey,Roger Craig Smith,"32,173",Animation,Horror,Horror,403117,N/A,R
987,Day Watch,Konstantin Khabenskiy,Mariya Poroshina,Vladimir Menshov,Galina Tyunina,"34,905",Action,Horror,Horror,42918532,N/A,R
988,Redirected,Vinnie Jones,Scot Williams,Gil Darnell,Oliver Jackson,"34,322",Action,Crime,Crime,332537,N/A,Not Rated
989,Fast X,Vin Diesel,Michelle Rodriguez,Jason Statham,Jordana Brewster,"35,850",Action,Crime,Crime,527592891,2,PG-13
990,Operation Fortune: Ruse de Guerre,Jason Statham,Aubrey Plaza,Cary Elwes,Hugh Grant,"56,072",Action,Thriller,Thriller,37846956,81,R
991,King Arthur,Clive Owen,Stephen Dillane,Keira Knightley,Ioan Gruffudd,"171,784",Action,Drama,Drama,203567857,228,PG-13
992,Black Adam,Dwayne Johnson,Aldis Hodge,Pierce Brosnan,Noah Centineo,"246,680",Action,Fantasy,Fantasy,393252111,298,PG-13
993,Eternals,Gemma Chan,Richard Madden,Angelina Jolie,Salma Hayek,"359,452",Action,Fantasy,Fantasy,402064899,322,PG-13
994,Dune,Kyle MacLachlan,Virginia Madsen,Francesca Annis,Leonardo Cimino,"165,802",Action,Sci-Fi,Sci-Fi,30979816,399,PG-13
995,Uncharted,Tom Holland,Mark Wahlberg,Antonio Banderas,Sophia Ali,"228,290",Action,N/A,N/A,401748820,425,PG-13
996,The King's Man,Ralph Fiennes,Gemma Arterton,Rhys Ifans,Harris Dickinson,"158,073",Action,Thriller,Thriller,125897478,466,R
997,Spider-Man 3,Tobey Maguire,Kirsten Dunst,Topher Grace,Thomas Haden Church,"608,024",Action,Sci-Fi,Sci-Fi,894983373,691,PG-13
998,Red Notice,Dwayne Johnson,Ryan Reynolds,Gal Gadot,Ritu Arya,"291,094",Action,Thriller,Thriller,178143,774,PG-13
999,Godzilla vs,Alexander Skarsgård,Millie Bobby Brown,Rebecca Hall,Brian Tyree Henry,"219,973",Action,Thriller,Thriller,470116094,898,PG-13
1000,Central Intelligence,Dwayne Johnson,Kevin Hart,Danielle Nicolet,Amy Ryan,"200,369",Action,Crime,Crime,216972543,977,PG-13
1001,Sky High,Kurt Russell,Kelly Preston,Michael Angarano,Danielle Panabaker,"90,805",Action,Family,Family,86369815,"1,032",PG
1002,Terminator Genisys,Arnold Schwarzenegger,Jason Clarke,Emilia Clarke,Jai Courtney,"284,522",Action,Sci-Fi,Sci-Fi,440603537,"1,166",PG-13
1003,Ocean's Eight,Sandra Bullock,Cate Blanchett,Anne Hathaway,Mindy Kaling,"229,412",Action,Crime,Crime,297795726,"1,285",PG-13
1004,The Last Stand,Arnold Schwarzenegger,Forest Whitaker,Johnny Knoxville,Rodrigo Santoro,"142,398",Action,Western,Western,48330757,"1,324",R
1005,Polar,Mads Mikkelsen,Vanessa Hudgens,Katheryn Winnick,Fei Ren,"94,241",Action,N/A,N/A,N/A,"1,341",TV-MA
1006,Tomb Raider,Alicia Vikander,Dominic West,Walton Goggins,Daniel Wu,"219,702",Action,Fantasy,Fantasy,274650803,"1,390",PG-13
1007,White House Down,Channing Tatum,Jamie Foxx,Maggie Gyllenhaal,Jason Clarke,"228,542",Action,Thriller,Thriller,205366737,"1,560",PG-13
1008,Terminator 3: Rise of the Machines,Arnold Schwarzenegger,Nick Stahl,Kristanna Loken,Claire Danes,"407,830",Action,N/A,N/A,433371112,"1,687",R
1009,Ghost in the Shell,Scarlett Johansson,Pilou Asbæk,Takeshi Kitano,Juliette Binoche,"220,737",Action,Drama,Drama,169846945,"1,810",PG-13
1010,The Bodyguard,Kevin Costner,Whitney Houston,Gary Kemp,Bill Cobbs,"141,239",Action,Music,Music,411046449,"1,873",R
1011,Knight and Day,Tom Cruise,Cameron Diaz,Peter Sarsgaard,Jordi Mollà,"202,551",Action,Comedy,Comedy,261989769,"1,951",PG-13
1012,Waterworld,Kevin Costner,Jeanne Tripplehorn,Dennis Hopper,Tina Majorino,"202,318",Action,Sci-Fi,Sci-Fi,264218220,"2,026",PG-13
1013,A View to a Kill,Roger Moore,Christopher Walken,Tanya Roberts,Grace Jones,"101,147",Action,Thriller,Thriller,50337532,"2,157",PG
1014,Miss Congeniality,Sandra Bullock,Michael Caine,Benjamin Bratt,Candice Bergen,"218,931",Action,Crime,Crime,212742720,"2,285",PG-13
1015,The Shallows,Blake Lively,Óscar Jaenada,Angelo Josue Lozano Corzo,Joseph Salas,"137,837",Action,Horror,Horror,119100758,"2,357",PG-13
1016,Criminal,Kevin Costner,Ryan Reynolds,Gal Gadot,Gary Oldman,"68,196",Action,Thriller,Thriller,38803993,"2,440",R
1017,Every Which Way But Loose,Clint Eastwood,Sondra Locke,Geoffrey Lewis,Beverly D'Angelo,"28,759",Action,N/A,N/A,85196485,"2,451",PG
1018,The American,George Clooney,Paolo Bonacelli,Violante Placido,Irina Björklund,"99,926",Action,Drama,Drama,67876281,"2,657",R
1019,Run Hide Fight,Isabel May,Radha Mitchell,Thomas Jane,Eli Brown,"25,343",Action,Drama,Drama,34561,"2,709",TV-MA
1020,Red Dawn,Patrick Swayze,C. Thomas Howell,Lea Thompson,Charlie Sheen,"60,156",Action,Thriller,Thriller,38376497,"2,817",PG-13
1021,My Spy,Dave Bautista,Chloe Coleman,Parisa Fitz-Henley,Kristen Schaal,"32,440",Action,N/A,N/A,10200000,"2,898",PG-13
1022,Maze Runner: The Scorch Trials,Dylan O'Brien,Kaya Scodelario,Thomas Brodie-Sangster,Giancarlo Esposito,"261,000",Action,Sci-Fi,Sci-Fi,312296056,"2,904",PG-13
1023,Once Upon a Time in Mexico,Antonio Banderas,Salma Hayek,Johnny Depp,Willem Dafoe,"165,919",Action,Thriller,Thriller,98769390,"2,982",R
1024,Scouts Guide to the Zombie Apocalypse,Tye Sheridan,Logan Miller,Joey Morgan,Sarah Dumont,"52,543",Action,Horror,Horror,16137046,"2,991",R
1025,Death Wish,Bruce Willis,Vincent D'Onofrio,Elisabeth Shue,Camila Morrone,"74,106",Action,Drama,Drama,49562710,"3,169",R
1026,Bright,Will Smith,Joel Edgerton,Noomi Rapace,Edgar Ramírez,"194,975",Action,Thriller,Thriller,N/A,"3,210",TV-MA
1027,Beowulf,Ray Winstone,Crispin Glover,Angelina Jolie,Robin Wright,"170,860",Animation,Adventure,Adventure,196393745,"3,258",PG-13
1028,Spectral,James Badge Dale,Emily Mortimer,Bruce Greenwood,Max Martini,"61,741",Action,Sci-Fi,Sci-Fi,N/A,"3,313",PG-13
1029,Ninja Assassin,Rain,Rick Yune,Naomie Harris,Joon Lee,"73,867",Action,N/A,N/A,61601280,"3,331",R
1030,The Take,Idris Elba,Richard Madden,Charlotte Le Bon,Kelly Reilly,"47,008",Action,Drama,Drama,14857808,"3,360",R
1031,The Commuter,Liam Neeson,Vera Farmiga,Patrick Wilson,Jonathan Banks,"119,654",Action,Thriller,Thriller,119942387,"3,374",PG-13
1032,Sand Castle,Nicholas Hoult,Logan Marshall-Green,Henry Cavill,Glen Powell,"25,279",Action,War,War,N/A,"3,445",TV-MA
1033,Predator 2,Danny Glover,Gary Busey,Kevin Peter Hall,Rubén Blades,"174,674",Action,Sci-Fi,Sci-Fi,57120318,"3,471",R
1034,Triple 9,Casey Affleck,Chiwetel Ejiofor,Anthony Mackie,Aaron Paul,"74,463",Action,Thriller,Thriller,23177948,"3,482",R
1035,The Collector,Josh Stewart,Andrea Roth,Juan Fernández,William Prael,"68,488",Action,Thriller,Thriller,10234475,"3,526",R
1036,The Angry Birds Movie,Jason Sudeikis,Josh Gad,Danny McBride,Maya Rudolph,"97,664",Animation,Adventure,Adventure,352333929,"3,561",PG
1037,Unlocked,Noomi Rapace,Orlando Bloom,Toni Collette,John Malkovich,"37,049",Action,N/A,N/A,4699125,"3,702",R
1038,Guns Akimbo,Daniel Radcliffe,Samara Weaving,Ned Dennehy,Natasha Liu Bordizzo,"64,771",Action,Crime,Crime,1034769,"3,727",R
1039,Osmosis Jones,Laurence Fishburne,Chris Rock,David Hyde Pierce,Brandy Norwood,"37,383",Animation,Adventure,Adventure,14026418,"3,861",PG
1040,Surrogates,Bruce Willis,Radha Mitchell,Ving Rhames,Rosamund Pike,"177,729",Action,Thriller,Thriller,122444772,"3,911",PG-13
1041,The Dead Pool,Clint Eastwood,Liam Neeson,Patricia Clarkson,Evan C. Kim,"47,359",Action,Mystery,Mystery,37903295,"4,009",R
1042,The Black Cauldron,Grant Bardsley,Freddie Jones,Susan Sheridan,Nigel Hawthorne,"38,369",Animation,Adventure,Adventure,21288692,"4,109",PG
1043,#Alive,Yoo Ah-in,Park Shin-Hye,Jeon Bae-soo,Hyun-Wook Lee,"43,501",Action,Horror,Horror,13432212,"4,140",TV-MA
1044,Transporter 2,Jason Statham,Amber Valletta,Kate Nauta,Alessandro Gassmann,"208,349",Action,Thriller,Thriller,89083229,"4,242",PG-13
